报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
开发支出(万元),,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,
长期待摊费用(万元),286,302,318,,3,11,12,8,9,15,23,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),1036,1050,1061,1074,632,488,517,183,188,265,411,
其他非流动资产(万元),5734,7229,6798,3275,1260,1352,1244,,70,177,302,
非流动资产合计(万元),54683,50195,45319,41173,36992,28880,28002,26365,25567,21591,15675,
资产总计(万元),112471,126768,84831,79635,74102,66912,58664,59097,55314,52798,46980,
短期借款(万元),,16000,16000,11200,14750,11990,12290,13300,7700,9429,9496,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),2384,1675,,,,2170,311,1500,500,973,1538,
应付账款(万元),5811,6684,,7159,6890,4946,5091,5421,5175,5955,5581,
预收账款(万元),372,423,273,448,437,487,294,402,388,174,354,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),1920,1901,1882,2439,2428,1675,2205,636,1300,1128,866,
应交税费(万元),1572,1201,1678,1527,595,584,813,159,490,560,658,
应付利息(万元),,27,,13,26,20,20,75,,,,
应付股利(万元),,,,,,,,,2800,2200,2700,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,1087,,258,213,115,2213,2199,3425,420,507,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,475,75,1055,,209,,455,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),12455,28997,26976,23045,25814,22062,24292,23693,21987,20838,22154,
长期借款(万元),,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,,1160,475,2545,3427,1292,2121,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),3697,3501,3588,3605,2056,1626,1631,,,267,270,
递延所得税负债(万元),,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,445,638,,,
非流动负债合计(万元),3780,3501,3588,3605,2056,2786,2106,2990,4065,1559,2391,
负债合计(万元),16235,32498,30564,26650,27870,24847,26397,26683,26052,22398,24545,
实收资本(或股本)(万元),14667,14667,11000,11000,11000,11000,10000,10000,10000,3396,3396,
资本公积(万元),57504,57504,21959,21959,21959,19909,13959,11909,11909,5452,5452,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),4297,4073,3878,3754,2355,2127,1883,1957,1957,1698,550,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),19632,17923,17388,16203,10869,8954,6380,8489,5338,19797,12983,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),96211,94243,54234,52950,46174,42006,32208,32355,29204,30343,22381,
少数股东权益(万元),25,27,33,35,58,58,59,59,58,57,54,
所有者权益(或股东权益)合计(万元),96236,94270,54267,52985,46232,42064,32267,32414,29263,30400,22435,
负债和所有者权益(或股东权益)总计(万元),112471,126768,84831,79635,74102,66912,58664,59097,55314,52798,46980,		
