报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),1684,1193,805,1315,1389,1180,1385,999,520,273,
应交税费(万元),663,801,340,920,132,730,380,731,219,15,
应付利息(万元),,10,11,9,,,,,,2,
应付股利(万元),,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,1074,,350,,,,,,1011,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),78745,78842,64697,55894,54017,51715,48727,29743,12850,6434,
长期借款(万元),,,,,,,,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),,,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),0,0,0,0,0,0,0,0,0,0,
负债合计(万元),78745,78842,64697,55894,54017,51715,48727,29743,12850,6434,
实收资本(或股本)(万元),10400,10400,8000,6000,6000,6000,6000,6000,1500,1000,
资本公积(万元),34206,34206,36606,3409,3409,3409,3409,3409,1592,1592,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),2104,2104,2104,2104,1262,1262,1262,379,91,,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),23848,21096,20663,20034,17733,15455,11344,3535,517,-1517,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),70555,67809,67363,31549,28423,26123,22015,13312,3700,1076,
少数股东权益(万元),-12,-10,-28,-6,14,4,,110,,,
所有者权益(或股东权益)合计(万元),70544,67800,67334,31543,28437,26127,22015,13423,3700,1076,
负债和所有者权益(或股东权益)总计(万元),149288,146642,132031,87436,82454,77842,70742,43165,16550,7509,		
