报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
交易性金融负债(万元),,,,,,,,,,,,,,
衍生金融负债(万元),107,43,,,,,,,,,,,,
应付票据(万元),2994,2971,,4815,,2774,2997,2954,3400,1688,1869,2450,1896,
应付账款(万元),2448,1932,,1249,,3813,4018,2790,3953,4528,2675,2167,2290,
预收账款(万元),316,166,45,203,176,294,197,158,178,199,242,202,172,
卖出回购金融资产款(万元),,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,
应付职工薪酬(万元),283,263,143,400,285,258,120,412,348,575,375,364,271,
应交税费(万元),305,269,170,255,195,323,309,291,259,382,274,214,276,
应付利息(万元),9,1,,1,,7,25,23,11,17,25,13,27,
应付股利(万元),,,,,,,,,1223,,,,940,
其他应交款(万元),,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,
其他应付款(万元),,44,,18,1391,17,63,39,60,82,71,93,150,
预提费用(万元),,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,20,20,10,,,,2300,
其他流动负债(万元),,,,,,,,,,,,,,
流动负债合计(万元),12766,11427,8694,9191,12290,9461,11810,11037,14813,13463,14387,11836,13087,
长期借款(万元),,,,,,2562,4132,4137,3202,1660,,,,
应付债券(万元),,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,
长期递延收益(万元),363,377,390,404,291,302,308,316,269,152,30,,,
递延所得税负债(万元),,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,
非流动负债合计(万元),363,377,390,404,291,2865,4440,4453,3471,1812,30,0,0,
负债合计(万元),13129,11804,9085,9595,12581,12326,16250,15490,18284,15275,14417,11836,13087,
实收资本(或股本)(万元),9816,9816,6544,6544,6544,6544,4894,4894,4894,4894,4894,4894,628,
资本公积(万元),16196,16196,19468,19468,19475,19468,743,743,743,743,708,637,336,
减:库存股(万元),,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),1699,1699,1699,1699,1593,1593,1419,1419,971,971,608,284,1028,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),11181,10173,11428,10741,10234,10997,10240,9146,7410,6366,3564,2420,2870,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),39015,37942,39160,38489,37925,38596,17234,16186,14056,13019,9773,8218,4843,
少数股东权益(万元),98,95,92,92,118,88,112,101,120,100,32,,22,
所有者权益(或股东权益)合计(万元),39113,38037,39252,38581,38043,38684,17346,16287,14177,13119,9805,8218,4866,
负债和所有者权益(或股东权益)总计(万元),52242,49842,48337,48177,50625,51009,33596,31777,32461,28394,24221,20054,17953,		
