报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
专项应付款(万元),,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,
长期递延收益(万元),3614,3710,3681,3590,3829,3606,3707,3859,3908,3021,3063,,,
递延所得税负债(万元),,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,185,47,
非流动负债合计(万元),3614,3710,3681,3590,3829,3606,3707,3859,3908,3021,3063,185,47,
负债合计(万元),16708,12810,12993,14050,19367,13975,15377,13672,12193,11104,12086,12595,8511,
实收资本(或股本)(万元),30455,30455,22505,22505,22505,22505,22505,22505,22505,22505,15003,15003,5000,
资本公积(万元),49112,49112,949,949,949,949,949,949,949,949,5450,5450,97,
减:库存股(万元),,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),6084,6084,6084,6084,5450,3778,3778,2659,2659,1621,1621,456,1946,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),68122,67888,63038,58495,41310,34470,27998,23865,20243,17594,14995,4305,13114,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),153772,153538,92576,88033,70213,61701,55230,49977,46355,42669,37069,25214,20157,
少数股东权益(万元),,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),153772,153538,92576,88033,70213,61701,55230,49977,46355,42669,37069,25214,20157,
负债和所有者权益(或股东权益)总计(万元),170480,166348,105569,102083,89580,75677,70607,63649,58549,53773,49155,37809,28668,		
