报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
其他应付款(万元),,11369,,15225,,8470,9559,6739,6818,10845,7669,6334,4105,
预提费用(万元),,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,
其他流动负债(万元),,,49,56,55,56,60,61,61,61,50,16,6,
流动负债合计(万元),166085,144919,128161,169876,187415,157173,143017,116235,124527,111955,111888,79162,79329,
长期借款(万元),,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,
长期应付款(万元),,837,,1107,1485,412,566,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,
长期递延收益(万元),151,163,127,135,124,137,164,194,224,239,451,500,450,
递延所得税负债(万元),632,637,634,2,2,2,2,11,14,7,,346,271,
其他非流动负债(万元),,,,,,,,,,,,,,
非流动负债合计(万元),1394,1638,1644,1244,1611,552,732,205,238,246,451,846,721,
负债合计(万元),167479,146557,129805,171120,189027,157725,143750,116439,124765,112201,112340,80008,80050,
实收资本(或股本)(万元),56014,56014,40010,40010,40010,40010,36000,36000,36000,36000,15604,15604,3394,
资本公积(万元),93380,93380,109384,109384,109384,109384,38367,38588,38367,38588,9485,9485,9385,
减:库存股(万元),,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),9109,9109,9109,9109,5289,5289,5289,2022,2012,,6395,4317,2478,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),87791,90829,100693,90684,74747,66752,45996,28094,11707,5696,25818,48001,34111,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),245783,248916,258747,248839,229086,221315,125590,104511,87941,80175,57232,77462,49381,
少数股东权益(万元),862,853,851,853,822,769,786,822,873,869,2761,2724,3828,
所有者权益(或股东权益)合计(万元),246645,249769,259598,249692,229908,222083,126376,105333,88814,81044,59993,80186,53209,
负债和所有者权益(或股东权益)总计(万元),414124,396326,389403,420812,418934,379808,270126,221772,213579,193245,172333,160194,133260,		
