报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
累计折旧(万元),,40349,,37449,,35147,,32602,,30205,,29078,27979,24667,20300,16131,12468,9229,
固定资产净值(万元),,44990,,46400,,41716,,41979,,34050,,37185,38053,39562,37602,39486,39952,31606,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,
固定资产(万元),,44990,,46400,41151,41716,42640,41979,33155,34050,36197,37185,38053,39562,37602,39486,39952,31606,
在建工程(万元),,13287,,5053,4427,3407,410,1826,9850,9888,9495,9023,8128,7925,11071,5183,5468,3438,
工程物资(万元),,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,3,,3,3,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,
无形资产(万元),9131,9190,9248,9309,9269,6363,6409,6454,6474,6520,7448,7497,7549,7712,7903,8070,7988,7747,
开发支出(万元),,,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),0,0,1,1,1,1,1,2,2,2,3,3,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),1322,1322,1305,1327,1400,1398,1457,1457,1359,1359,1484,1484,1535,1669,1360,1099,709,452,
其他非流动资产(万元),3668,840,6181,4893,7824,6680,8453,6589,,,,,,,,,,,
非流动资产合计(万元),73092,69630,68916,66986,64071,59569,59373,58307,50840,51819,54626,55191,55266,56867,57936,53837,54118,43243,
资产总计(万元),314284,299946,312844,288371,287521,267434,267839,256362,248688,249621,234983,233032,172153,184408,194041,170031,161446,162459,
短期借款(万元),18000,19350,16584,8000,8000,8000,5000,2000,,3000,,3469,17100,43354,58700,59049,60597,65850,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,38,38,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,
应付票据(万元),23809,21397,,24624,,20409,14505,16489,13936,14405,10443,12093,9431,2569,4060,300,3853,5622,
应付账款(万元),20813,18903,,19491,,18394,23769,21458,20583,17424,13751,11988,13655,11861,17240,8511,13542,12511,
预收账款(万元),11806,11267,17146,10893,14575,9390,13833,8150,7285,10249,8520,4201,3511,7420,7274,6034,5951,9889,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),2909,1813,1803,1519,1316,1331,959,1000,0,144,5,1289,1445,1328,400,609,540,78,
应交税费(万元),1191,1085,2986,1525,353,1106,378,508,354,896,67,584,1346,690,518,887,2754,8881,
应付利息(万元),21,36,,11,10,10,,3,,4,,2,20,58,104,105,108,102,
应付股利(万元),67,148,,,,,,,,,,,,,283,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,
其他应付款(万元),,453,,533,,322,313,436,3591,3545,2754,369,306,606,284,94,735,369,
预提费用(万元),,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),71,71,71,71,,,,,,,,,,,,,,,
其他流动负债(万元),,,,8,,,,20,,,,,,,,,,,
流动负债合计(万元),79233,74523,82987,66674,71935,58961,58795,50101,45750,49666,35540,33994,46815,67886,88863,75589,88081,103303,
长期借款(万元),,,,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,,
长期应付款(万元),,1845,,1993,62,51,40,28,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,
长期递延收益(万元),3445,3594,3023,3172,3140,3286,3431,3577,3708,3811,4369,4514,4695,4838,3430,2939,,,
递延所得税负债(万元),58,58,60,60,61,61,63,63,65,65,66,66,66,68,71,74,78,80,
其他非流动负债(万元),,,,,,,,,,,,,,,,,453,,
非流动负债合计(万元),5348,5497,5075,5224,3263,3397,3534,3668,3773,3876,4435,4581,4761,4906,3501,3013,531,80,
负债合计(万元),84580,80020,88062,71898,75198,62358,62329,53769,49523,53542,39975,38575,51576,72793,92364,78602,88612,103383,
实收资本(或股本)(万元),28626,28626,20447,20447,20447,20200,20200,20200,20200,20200,20200,20200,15150,15150,15150,15150,15000,13671,
资本公积(万元),101561,101488,109447,109228,108572,106844,106844,106844,106844,106844,106844,106844,41119,41119,41119,41119,41269,27922,
减:库存股(万元),1827,1827,1975,1975,,,,,,,,,,,,,,,
专项储备(万元),197,182,124,88,72,65,76,395,463,712,1041,1364,1579,1546,1203,674,485,,
盈余公积(万元),10744,10744,10744,10744,8757,8757,8757,8757,7500,7481,7481,7481,6280,6280,4922,3448,1608,5563,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,
未分配利润(万元),90402,80712,85995,77941,74476,69211,69634,66399,64159,60842,59443,58568,56448,47521,39283,31038,14472,11829,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),229704,219926,224782,216473,212323,205076,205511,202594,199166,196079,195008,194457,120576,111616,101677,91429,72833,58984,
少数股东权益(万元),,,,,,,,,,,,,,,,,,92,
所有者权益(或股东权益)合计(万元),229704,219926,224782,216473,212323,205076,205511,202594,199166,196079,195008,194457,120576,111616,101677,91429,72833,59076,
负债和所有者权益(或股东权益)总计(万元),314284,299946,312844,288371,287521,267434,267839,256362,248688,249621,234983,233032,172153,184408,194041,170031,161446,162459,		
