报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
预计非流动负债(万元),,,,,,,,,,,,,,
长期递延收益(万元),3380,3486,3750,3947,4050,4153,,3805,3892,3978,4171,4557,3566,
递延所得税负债(万元),2821,2703,2275,2131,1149,665,160,160,142,140,119,50,18,
其他非流动负债(万元),,,,,,,,,,,,,,
非流动负债合计(万元),7136,6188,6025,6079,5199,4818,4417,3965,4034,4119,4291,4607,3584,
负债合计(万元),50311,49527,49327,49962,50437,46723,43095,46525,46623,41968,36855,34320,24841,
实收资本(或股本)(万元),27720,27720,18480,18480,18480,18480,12320,9240,9240,9240,9240,7313,3320,
资本公积(万元),71500,71500,80740,80740,80740,80740,86900,26069,26069,26069,26069,947,1068,
减:库存股(万元),,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),2376,2376,2376,2376,1536,1536,1536,1536,1030,1030,1030,3128,2436,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),27380,23798,26331,23603,21835,16575,17069,16014,14148,10751,7605,18551,18416,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),129348,125582,127910,125351,122702,117239,117420,52691,50361,47215,44264,30175,25323,
少数股东权益(万元),,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),129348,125582,127910,125351,122702,117239,117420,52691,50361,47215,44264,30175,25323,
负债和所有者权益(或股东权益)总计(万元),179659,175109,177237,175313,173140,163962,160515,99216,96984,89183,81119,64496,50164,		
