报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
应交税费(万元),521,390,379,713,156,158,635,427,142,
应付利息(万元),,,,,,,,,,
应付股利(万元),,,,,,1125,,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,5802,,6739,5553,4885,5278,725,1152,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),2189,2213,1060,2086,1281,683,662,,,
其他流动负债(万元),613,255,232,605,684,598,1203,219,,
流动负债合计(万元),17727,23876,24687,25962,17194,18242,18250,13328,13614,
长期借款(万元),,,,,,,,,,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,5460,,4607,4758,3994,4093,2312,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,
长期递延收益(万元),2366,2387,2037,2030,488,516,543,599,661,
递延所得税负债(万元),,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),6299,7847,6682,6637,5246,4510,4636,2912,661,
负债合计(万元),24027,31723,31369,32599,22440,22752,22886,16240,14275,
实收资本(或股本)(万元),10000,10000,7500,7500,7500,7500,7500,7500,6480,
资本公积(万元),39994,39995,12673,12673,12669,12669,12669,12669,10103,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),1967,1862,1529,1529,881,359,359,30,342,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),12610,13754,12779,11079,6477,5029,3105,236,2954,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),64582,65620,34488,32788,27528,25556,23633,20436,19879,
少数股东权益(万元),,,,,,,,,,
所有者权益(或股东权益)合计(万元),64582,65620,34488,32788,27528,25556,23633,20436,19879,
负债和所有者权益(或股东权益)总计(万元),88609,97343,65857,65387,49967,48308,46519,36676,34154,		
