报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
应交税费(万元),681,744,422,856,318,502,720,686,652,548,725,680,57,
应付利息(万元),,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,
其他应付款(万元),,1144,,1157,1745,2203,2537,2310,2793,3159,3286,3097,1961,
预提费用(万元),,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,
流动负债合计(万元),13182,10287,9759,14767,10885,12119,12358,14650,18184,22941,24285,20228,16938,
长期借款(万元),,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,
长期递延收益(万元),,,10,10,10,70,70,70,70,60,,,100,
递延所得税负债(万元),,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,
非流动负债合计(万元),0,0,10,10,10,70,70,70,70,60,0,0,100,
负债合计(万元),13182,10287,9769,14777,10895,12189,12428,14720,18254,23001,24285,20228,17038,
实收资本(或股本)(万元),12214,12214,8142,8142,8142,8142,8142,8142,6106,6106,6106,5740,5740,
资本公积(万元),32323,32323,36394,36394,36394,36394,36394,36394,16740,16740,15740,2780,2780,
减:库存股(万元),,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),1431,1431,1431,1431,1015,1015,1015,1015,580,580,190,1077,678,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),10383,9610,9979,9122,9121,8518,9070,8200,6033,5311,960,8448,5668,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),56351,55577,55946,55090,54672,54070,54622,53752,29459,28737,22996,18045,14867,
少数股东权益(万元),,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),56351,55577,55946,55090,54672,54070,54622,53752,29459,28737,22996,18045,14867,
负债和所有者权益(或股东权益)总计(万元),69533,65864,65715,69866,65568,66259,67050,68472,47713,51738,47281,38274,31905,		
