报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),379,349,270,315,326,254,459,410,325,328,
其他非流动资产(万元),,,13,,5284,5938,802,354,354,1179,
非流动资产合计(万元),53476,49932,49900,46330,32477,30496,20999,18011,11920,9684,
资产总计(万元),231747,223218,120164,139143,125376,115692,98771,84399,56425,41190,
短期借款(万元),,,1327,19355,,300,,,,1149,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),12333,15894,23044,18804,16368,10507,,,,,
应付账款(万元),21948,15508,15419,21325,14424,16833,,,,,
预收账款(万元),,,,519,519,976,1021,647,167,145,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),2236,1613,2184,2254,1425,2192,1391,1763,1103,685,
应交税费(万元),1553,1333,1142,3663,1488,2408,2099,1262,1819,3378,
应付利息(万元),,,,,,,,,,,
应付股利(万元),,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,974,,128,,,,,,,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,
其他流动负债(万元),20,23,18,,,,,,,,
流动负债合计(万元),39657,35836,44281,66048,64537,65365,31126,29245,19699,18224,
长期借款(万元),,,,,,,,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),2014,1015,990,1016,18,19,20,22,25,28,
递延所得税负债(万元),,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),2014,1015,990,1016,18,19,20,22,25,28,
负债合计(万元),41672,36851,45272,67064,64555,65384,31146,29266,19724,18252,
实收资本(或股本)(万元),5000,5000,3750,3750,3750,3750,3750,3750,3750,1335,
资本公积(万元),131134,131134,24876,24876,24931,24711,24674,24674,20967,,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),9412,9412,9412,9412,6956,6956,4021,4021,2461,3686,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),44559,40844,36849,34026,25183,14897,35169,22686,9520,17917,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),190076,186367,74892,72078,60821,50308,67625,55133,36701,22939,
少数股东权益(万元),,,,,,,,,,,
所有者权益(或股东权益)合计(万元),190076,186367,74892,72078,60821,50308,67625,55133,36701,22939,
负债和所有者权益(或股东权益)总计(万元),231747,223218,120164,139143,125376,115692,98771,84399,56425,41190,		
