报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
应付股利(万元),,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,262,,159,216,220,83,114,68,39,34,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),15170,15271,14760,17464,15175,16881,19486,17651,22616,11515,16155,
长期借款(万元),,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,2937,,,,,,,
专项应付款(万元),,4975,,3679,,2237,3622,2333,1175,2448,1243,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),2215,2264,2313,2362,2461,2461,2559,2658,2756,2953,3150,
递延所得税负债(万元),,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),7689,7239,6598,6042,5398,4698,6181,4990,3931,5401,4393,
负债合计(万元),22859,22510,21358,23506,20573,21578,25666,22641,26547,16917,20548,
实收资本(或股本)(万元),16000,16000,16000,16000,16000,12000,12000,12000,12000,12000,10500,
资本公积(万元),60850,60817,60817,60817,60817,16807,16807,16353,16353,16353,6425,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),1544,1565,1557,1539,1562,1566,1527,1393,1320,860,633,
盈余公积(万元),6543,6543,6543,6543,5498,5498,5498,3698,3698,1036,3120,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),27696,24770,27875,25867,23836,22471,17524,14675,13267,5233,3564,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),112633,109694,112791,110765,107713,58342,53356,48119,46638,35482,24243,
少数股东权益(万元),,172,184,42,,,,,,,,
所有者权益(或股东权益)合计(万元),112633,109866,112975,110807,107713,58342,53356,48119,46638,35482,24243,
负债和所有者权益(或股东权益)总计(万元),135492,132376,134333,134313,128286,79920,79022,70760,73185,52399,44790,		
