报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
应付股利(万元),,,,,,,,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,2864,,2377,,,,,3104,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,1500,1500,1000,
其他流动负债(万元),,,,,,,,,,
流动负债合计(万元),17896,15451,17856,25255,23399,22655,20157,22074,22788,
长期借款(万元),,,,,,,,1500,3000,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,,,,,,,
专项应付款(万元),,668,,168,168,300,300,,,
预计非流动负债(万元),,,,,,,,,,
长期递延收益(万元),5976,5558,5687,5971,5969,6147,6538,6652,7065,
递延所得税负债(万元),256,304,,,,,,,,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),6900,6529,5855,6139,6137,6447,6838,8152,10065,
负债合计(万元),24796,21980,23711,31394,29536,29102,26996,30227,32853,
实收资本(或股本)(万元),15467,15467,15467,11600,11600,11600,11600,11600,11600,
资本公积(万元),30946,31724,31724,60,60,60,46,46,,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),3418,3418,3418,3418,2835,2835,2165,1641,1141,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),43575,42048,42927,41886,37619,39930,37838,35107,30681,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),93447,92650,93507,56969,52114,54426,51649,48394,43421,
少数股东权益(万元),6896,6308,6079,6168,5067,4827,4148,3542,3204,
所有者权益(或股东权益)合计(万元),100343,98958,99586,63138,57181,59253,55797,51936,46626,
负债和所有者权益(或股东权益)总计(万元),125139,120938,123297,94532,86717,88355,82792,82163,79479,		
