报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),1841,1841,1841,1841,851,851,851,106,2043,1937,1362,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),33299,28172,27088,24298,21266,17021,12686,5671,8536,11000,12255,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),116520,111394,110309,54892,50870,46626,42291,33709,18076,20253,20767,
少数股东权益(万元),,,,,,,,,,,121,
所有者权益(或股东权益)合计(万元),116520,111394,110309,54892,50870,46626,42291,33709,18076,20253,20888,
负债和所有者权益(或股东权益)总计(万元),131098,119808,117436,64848,62481,52180,52821,52539,44175,39200,29359,		
