报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
资产总计(万元),197687,183155,119742,109268,115504,82904,58573,56846,54975,46542,46720,32380,
短期借款(万元),2129,11559,15079,9500,11800,8000,11000,10600,8320,51,1251,904,
向中央银行借款(万元),,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,
应付票据(万元),63760,41110,29310,30920,34589,,,13846,7829,9000,5000,2178,
应付账款(万元),8591,14961,9645,7288,10418,,,1580,6944,3246,8596,4126,
预收账款(万元),,,7684,3351,4611,1391,3833,1504,3156,1325,840,,
卖出回购金融资产款(万元),,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,
应付职工薪酬(万元),323,162,141,401,203,325,201,81,81,70,71,21,
应交税费(万元),85,309,33,97,34,14,639,217,236,124,70,21,
应付利息(万元),,,,15,,,,19,38,14,16,11,
应付股利(万元),,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,
其他应付款(万元),,1038,,804,,,,19,72,265,1341,1297,
预提费用(万元),,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,333,833,1298,2750,2950,6575,5440,,
其他流动负债(万元),,,,,,,,,,,,,
流动负债合计(万元),84350,71865,62396,52377,62714,34795,28725,30616,29627,20671,22625,8559,
长期借款(万元),,,,,,,,,800,2750,2950,5614,
应付债券(万元),,,,,,,,,,,,,
长期应付款(万元),,,,,,,,2163,,,,,
专项应付款(万元),,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,
长期递延收益(万元),1977,2019,985,1004,421,218,38,7,7,,,,
递延所得税负债(万元),,,,,,,1,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,
非流动负债合计(万元),1977,2019,985,1004,2066,2243,1872,2171,807,2750,2950,5614,
负债合计(万元),86328,73883,63381,53381,64780,37038,30597,32787,30434,23421,25575,14173,
实收资本(或股本)(万元),31555,31555,23666,23666,23666,23666,20848,20848,20848,20848,20848,18618,
资本公积(万元),50273,50273,7524,7524,7524,7524,296,296,296,296,930,,
减:库存股(万元),,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,
盈余公积(万元),2855,2855,2855,2855,1853,1853,891,276,276,,,,
一般风险准备(万元),,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,
未分配利润(万元),26677,24589,22316,21843,17682,12823,5940,2639,3120,1977,-634,-411,
拟分配现金股利(万元),,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,
归属于母公司股东权益合计(万元),111360,109272,56361,55887,50725,45866,27976,24059,24541,23122,21144,18207,
少数股东权益(万元),,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),111360,109272,56361,55887,50725,45866,27976,24059,24541,23122,21144,18207,
负债和所有者权益(或股东权益)总计(万元),197687,183155,119742,109268,115504,82904,58573,56846,54975,46542,46720,32380,		
