报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
油气资产(万元),,,,,,,,,,,,,,
无形资产(万元),5439,5473,5508,5542,5610,5679,5815,5875,5908,5976,6043,5771,5836,
开发支出(万元),,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,
递延所得税资产(万元),280,339,352,285,251,325,227,168,215,162,136,123,184,
其他非流动资产(万元),,,,,,,,,,,,,,
非流动资产合计(万元),46996,44703,45037,45787,43913,41402,41948,38041,37390,38222,36599,28797,30443,
资产总计(万元),266308,194704,214720,174084,166330,154391,134826,118354,118699,111791,90225,106816,109728,
短期借款(万元),7998,47014,71547,42016,46650,47310,42040,31720,31720,31720,31770,44595,45521,
向中央银行借款(万元),,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,
交易性金融负债(万元),,231,279,,,,,,135,530,450,120,,
衍生金融负债(万元),,,,,,,,,,,,,,
应付票据(万元),35899,17024,19024,11410,9000,,,18924,18924,18914,14257,22540,28455,
应付账款(万元),14000,13833,16179,14247,12280,,,9517,9957,10110,8072,7982,11595,
预收账款(万元),,,,7363,8083,6407,3147,1971,2543,3005,1670,1736,1458,
卖出回购金融资产款(万元),,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,
应付职工薪酬(万元),2717,1999,1213,2854,1439,2281,2011,632,1791,519,1323,1121,855,
应交税费(万元),1766,1524,486,849,1786,752,1010,1785,2736,1189,520,599,126,
应付利息(万元),,,,,,,,40,45,46,51,83,76,
应付股利(万元),,,,,,,,,,,15,,,
其他应交款(万元),,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,
其他应付款(万元),,,,132,,,,83,123,76,105,1345,1249,
预提费用(万元),,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,
其他流动负债(万元),1153,,,,,,,,,,,,,
流动负债合计(万元),75281,89029,117471,78871,79382,78741,71320,64673,67974,66109,58233,80120,89336,
长期借款(万元),,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,
长期递延收益(万元),1779,1644,1173,1216,1258,782,752,821,845,82,86,,,
递延所得税负债(万元),,,,,,,,,,,,,13,
其他非流动负债(万元),,,,,,,,,,,,,,
非流动负债合计(万元),1779,1644,1173,1216,1258,782,752,821,845,82,86,0,13,
负债合计(万元),77060,90673,118644,80087,80641,79523,72072,65495,68819,66191,58319,80120,89349,
实收资本(或股本)(万元),39340,29500,29500,29500,29500,29500,16000,16000,16000,16000,12000,6000,6000,
资本公积(万元),77001,11841,11841,11841,9998,9998,23521,23521,23521,23521,18121,1000,1000,
减:库存股(万元),,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),5635,5635,5635,5635,3912,3912,2655,1401,1401,146,146,2698,2105,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),67272,57055,49100,47021,42279,31457,20315,11726,8771,5757,1477,16546,10831,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),189248,104031,96076,93997,85689,74868,62491,52649,49694,45425,31745,26244,19936,
少数股东权益(万元),,,,,,,263,210,186,175,161,452,443,
所有者权益(或股东权益)合计(万元),189248,104031,96076,93997,85689,74868,62754,52859,49880,45600,31905,26696,20379,
负债和所有者权益(或股东权益)总计(万元),266308,194704,214720,174084,166330,154391,134826,118354,118699,111791,90225,106816,109728,		
