报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
衍生金融负债(万元),,,,,,,192,68,,,,,,,,53,,,,,0,0,0,0,
应付票据(万元),,,,,,,,,,,,,,,,4000,3719,3972,,,0,0,0,0,
应付账款(万元),4506,4301,,4971,,7654,7392,7342,7313,5839,5412,4339,4502,4884,3888,169,119,88,3264,2420,1734,1475,1048,480,
预收账款(万元),222,182,405,466,511,259,312,336,565,427,398,297,348,224,235,,,,135,156,41,306,299,146,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
应付职工薪酬(万元),121,85,50,126,128,88,46,140,113,77,66,150,97,75,38,129,115,103,59,48,0,0,0,9,
应交税费(万元),356,371,195,275,357,306,253,208,196,326,212,284,208,285,278,320,267,234,113,27,340,256,230,36,
应付利息(万元),23,9,9,9,,2,,8,2,,,,,,,,,,,,0,0,0,0,
应付股利(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
其他应付款(万元),,65,,104,99,97,15,46,22,23,16,22,18,20,18,29,26,23,14,3,9,35,10,18,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
其他流动负债(万元),,,,,,,1,,,,,,,,,,,,,,0,0,0,0,
流动负债合计(万元),12299,12013,11042,11950,14184,11404,8211,8148,8211,6692,6104,5092,5172,5487,4457,4701,4247,4421,3585,2655,2124,2072,1588,689,
长期借款(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
应付债券(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
长期应付款(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
长期递延收益(万元),38,39,40,41,43,44,45,46,50,50,50,50,,,,,,,,,0,0,0,0,
递延所得税负债(万元),93,93,92,81,82,72,,,7,,,,,,,,,,,,0,0,0,0,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
非流动负债合计(万元),131,131,132,122,125,116,45,46,57,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),12430,12144,11174,12071,14309,11520,8256,8194,8268,6742,6154,5142,5172,5487,4457,4701,4247,4421,3585,2655,2124,2072,1588,689,
实收资本(或股本)(万元),26880,26880,19200,19200,19200,19200,19200,19200,19200,19200,12000,12000,12000,9000,9000,9000,9000,9000,9000,9000,6000,2250,2250,2250,
资本公积(万元),5483,5483,13163,13163,13163,13163,13163,13163,13163,13163,20363,20363,20166,4096,4096,4096,4096,4096,4096,4096,2296,0,0,0,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
专项储备(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
盈余公积(万元),3485,3485,3485,3485,3235,3235,3235,3235,3039,3039,3039,3039,2711,2711,2711,2711,2342,1959,1573,1224,0,425,178,3,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
未分配利润(万元),21292,20804,21028,20744,19883,19790,18820,18488,17614,17244,17487,16840,15435,14659,13573,13963,11011,7882,4984,4578,1009,3826,1604,26,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
归属于母公司股东权益合计(万元),57252,56725,56921,56662,55529,55405,54392,54096,53038,52690,52952,52308,50371,30567,29414,29808,26449,22937,19653,18898,9304,6501,4032,2278,
少数股东权益(万元),,,,,,,,,,,,,,,,,,,,,0,0,0,0,
所有者权益(或股东权益)合计(万元),57252,56725,56921,56662,55529,55405,54392,54096,53038,52690,52952,52308,50371,30567,29414,29808,26449,22937,19653,18898,9304,6501,4032,2278,
负债和所有者权益(或股东权益)总计(万元),69682,68869,68095,68734,69838,66925,62648,62290,61306,59432,59106,57450,55543,36054,33871,34509,30696,27357,23238,21553,11428,8573,5620,2968,		
