报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
应付票据(万元),639,400,,,,100,100,100,,,,,,,,,,,,,,6393,2868,0,,,
应付账款(万元),2479,2916,,3588,,896,1087,1486,865,1067,1468,1626,1803,874,471,1384,776,1202,1907,2529,1367,1044,1239,2273,2262,1162,
预收账款(万元),1400,2207,953,845,1903,639,1059,891,810,381,1372,735,1569,895,1302,433,651,323,1105,798,1006,1022,2153,1859,678,520,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
应付职工薪酬(万元),159,110,82,121,125,103,145,237,244,94,52,174,108,164,33,127,67,63,41,120,57,69,55,45,168,191,
应交税费(万元),61,56,154,216,532,523,402,404,354,415,814,856,774,625,1056,1030,892,366,496,876,569,788,1407,749,281,199,
应付利息(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
应付股利(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
其他应付款(万元),,713,,299,241,127,97,201,338,447,570,320,155,93,411,518,17,16,143,262,183,143,2110,735,788,279,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,,,,,1400,700,1600,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
流动负债合计(万元),16306,18402,15309,14169,16066,13388,13890,11321,13611,10404,11276,10711,14408,12650,12273,16492,16603,18970,21693,18585,19183,22660,26532,16261,10177,5851,
长期借款(万元),,,,,,,,,,,,,,,,,,,,,,,1400,4100,6000,6000,
应付债券(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,,,,0,50,50,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
长期递延收益(万元),30,44,59,74,89,103,118,133,148,163,177,192,207,222,236,251,,281,296,310,369,428,,0,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,266,,,,,,,0,,,
其他非流动负债(万元),84,61,74,87,90,90,80,92,90,90,93,93,95,95,,,,,,,,,488,547,510,420,
非流动负债合计(万元),113,105,133,161,178,193,198,225,238,253,270,285,302,317,236,251,266,281,296,310,369,428,1888,4647,6560,6470,
负债合计(万元),16419,18507,15442,14331,16244,13581,14088,11546,13849,10657,11546,10996,14710,12967,12510,16744,16869,19250,21988,18896,19552,23088,28419,20908,16737,12321,
实收资本(或股本)(万元),8911,8911,8911,8911,8911,8911,8911,8911,8911,8911,8911,8911,8911,8911,8911,8911,6681,6681,6681,6681,6681,6681,6681,5612,5612,5612,
资本公积(万元),21436,21436,21436,21436,21436,21436,21436,21436,21436,21436,21436,21436,21436,21436,21436,21436,7061,7061,7061,7061,7061,7061,7061,130,80,80,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
盈余公积(万元),3477,3477,3477,3477,3295,3295,3295,3295,2988,2988,2988,2988,2648,2648,2648,2648,2295,2295,2295,2295,1944,1633,1176,762,391,141,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
未分配利润(万元),30159,29706,29714,29238,29621,29049,28851,28230,27645,27034,26988,26183,25638,24813,24855,23834,23651,22432,21281,20651,17498,14695,10584,6854,3519,1270,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
归属于母公司股东权益合计(万元),63983,63530,63538,63062,63263,62691,62493,61872,60980,60370,60324,59518,58633,57808,57850,56829,39687,38469,37318,36687,33184,30070,25501,13358,9602,7104,
少数股东权益(万元),,,,,,,,,,,,,,,,,,,,,,,,0,,,
所有者权益(或股东权益)合计(万元),63983,63530,63538,63062,63263,62691,62493,61872,60980,60370,60324,59518,58633,57808,57850,56829,39687,38469,37318,36687,33184,30070,25501,13358,9602,7104,
负债和所有者权益(或股东权益)总计(万元),80402,82037,78980,77392,79507,76272,76581,73418,74829,71026,71870,70514,73343,70775,70360,73572,56556,57719,59306,55583,52737,53158,53921,34266,26339,19424,		
