报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),802086,779007,731360,726597,676351,445293,400315,406683,422607,267757,
开发支出(万元),,,,,,,,,,,
商誉(万元),933,933,933,933,,,,,,,
长期待摊费用(万元),1508,1741,931,959,87,102,118,,,,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),5575,5207,4961,4721,4688,3946,2889,2597,1972,1235,
其他非流动资产(万元),1989,6381,4700,3505,3655,6235,2125,5513,5385,5756,
非流动资产合计(万元),1316430,1244705,1129065,1091082,953559,887172,809171,722455,612596,480856,
资产总计(万元),1859078,1828663,1499844,1449072,1275355,1166236,1097498,951759,835743,641058,
短期借款(万元),78187,146192,170189,131858,104000,80000,68700,57000,20500,18000,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),,,,,,,,,,,
应付账款(万元),168146,156808,134128,141231,135520,124136,,,,,
预收账款(万元),,,,47599,36416,33242,28487,20341,22571,10160,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),863,1074,1418,5666,725,3985,496,3714,4572,2545,
应交税费(万元),6775,6024,4671,4595,3947,6059,4036,6143,6406,5690,
应付利息(万元),,,,,,,,,,,
应付股利(万元),,,,991,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,10786,,9568,,,,,,,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),57828,87934,83069,69578,70836,65643,46043,30308,50206,17387,
其他流动负债(万元),18406,19652,16573,14319,16185,14290,9049,11186,11566,6077,
流动负债合计(万元),414562,492689,476515,425404,377237,338425,288333,233646,214025,136989,
长期借款(万元),606323,531955,498538,512912,425331,390804,395607,282612,235890,177665,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,10000,10000,10000,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),27085,26356,24518,24176,21774,16354,12386,11952,11491,6958,
长期递延收益(万元),4175,4237,4262,4336,4305,4425,4030,4144,3682,3297,
递延所得税负债(万元),718,725,732,739,30,41,52,63,85,0,
其他非流动负债(万元),,,,,,,,4200,4200,4200,
非流动负债合计(万元),638300,563273,528050,542162,451439,411624,412075,312971,265348,202120,
负债合计(万元),1052862,1055962,1004565,967566,828676,750048,700408,546617,479373,339109,
实收资本(或股本)(万元),167827,167827,130000,130000,130000,130000,130000,126675,126675,107857,
资本公积(万元),394590,394590,182417,182417,180887,180887,180887,78164,75435,36104,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),6812,6812,6812,6812,1086,1086,,11772,6126,3554,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),196396,168856,147103,135533,112397,85907,70016,140141,100565,73009,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),765624,738085,466331,454761,424369,397879,380903,356753,308800,220525,
少数股东权益(万元),40592,34617,28949,26745,22310,18308,16188,48389,47569,81424,
所有者权益(或股东权益)合计(万元),806216,772701,495280,481506,446679,416188,397090,405142,356369,301949,
负债和所有者权益(或股东权益)总计(万元),1859078,1828663,1499844,1449072,1275355,1166236,1097498,951759,835743,641058,		
