报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
无形资产(万元),2345,2360,2374,2388,1479,1455,1489,1620,1691,
开发支出(万元),,,,,,,,,,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),289,277,207,117,129,65,94,157,248,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),356,424,470,639,797,827,288,284,386,
其他非流动资产(万元),183,285,966,452,20,12,49,1,6,
非流动资产合计(万元),26396,25018,20489,18764,13934,14307,13963,14938,15590,
资产总计(万元),153904,153034,85186,74886,60573,49912,58732,49719,46763,
短期借款(万元),3000,3000,3000,3000,3900,4400,5400,2500,1500,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),7,10,157,63,244,83,,,,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),2062,2243,3723,3314,3026,1628,2234,2023,3796,
应付账款(万元),12908,9947,8867,8922,9478,6754,10692,8581,7849,
预收账款(万元),2307,1898,2250,3958,2282,1598,2168,2374,1757,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),1388,1518,1714,1918,1723,837,1386,1157,1105,
应交税费(万元),718,653,794,803,718,642,989,486,815,
应付利息(万元),4,13,15,4,5,5,7,3,3,
应付股利(万元),,,,,,1192,3807,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,229,216,246,230,228,251,227,242,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,
其他流动负债(万元),,,,,,,,,,
流动负债合计(万元),22602,19511,20737,22228,21605,17368,26934,17351,17066,
长期借款(万元),,7000,7000,,,,,,,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,,,,,,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,
长期递延收益(万元),699,711,393,405,396,416,437,458,500,
递延所得税负债(万元),102,1,7,,,,37,5,,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),801,7713,7400,405,396,416,474,463,500,
负债合计(万元),23403,27223,28136,22633,22001,17784,27408,17815,17566,
实收资本(或股本)(万元),8000,8000,6000,6000,6000,6000,3004,3004,3004,
资本公积(万元),83072,83072,19009,19009,19009,19009,17425,17425,17425,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),2460,2414,1984,1984,1213,514,1724,1720,1015,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),36969,32324,30057,25261,12350,6605,9172,9755,7753,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),130501,125811,57049,52253,38572,32128,31324,31904,29197,
少数股东权益(万元),,,,,,,,,,
所有者权益(或股东权益)合计(万元),130501,125811,57049,52253,38572,32128,31324,31904,29197,
负债和所有者权益(或股东权益)总计(万元),153904,153034,85186,74886,60573,49912,58732,49719,46763,		
