报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
长期借款(万元),,,,,,,,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),161,167,173,,,,,,,,
递延所得税负债(万元),2271,1412,1091,980,914,360,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),2432,1579,1263,980,914,360,0,0,0,0,
负债合计(万元),22912,28203,22407,26306,27455,31083,34901,47995,20628,29435,
实收资本(或股本)(万元),24000,24000,24000,18000,18000,18000,18000,18000,5133,5133,
资本公积(万元),69678,69678,70193,5064,5064,5064,5064,5064,15224,13529,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),4712,4712,4712,4712,3311,3311,2355,641,4192,4192,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),45074,43297,45214,43207,37749,30405,21760,15542,35759,15559,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),143464,141688,144119,70983,64124,56780,47179,39247,60308,38413,
少数股东权益(万元),,,,,,,,,,,
所有者权益(或股东权益)合计(万元),143464,141688,144119,70983,64124,56780,47179,39247,60308,38413,
负债和所有者权益(或股东权益)总计(万元),166377,169891,166526,97290,91579,87864,82079,87242,80935,67848,		
