报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
资产总计(万元),1370148,1334293,1309726,1288588,1300196,1052311,965788,916776,816634,755555,659112,
短期借款(万元),81852,66019,61961,27665,40082,43050,55692,49501,64471,111631,143892,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),44635,29013,,23249,,,27295,29383,8528,6162,1777,
应付账款(万元),120296,109179,,127562,,,116721,105193,79520,79071,68213,
预收账款(万元),,,,,,,,24157,15690,10028,8098,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),22731,26931,33585,44503,33612,27628,26283,30400,22926,12186,10574,
应交税费(万元),8934,4924,10430,16644,12558,13608,18719,18846,12437,7350,6881,
应付利息(万元),,,1713,1386,1271,,973,819,784,591,2220,
应付股利(万元),,18948,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,43805,,48566,,42758,37420,35082,33986,17904,13407,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),42313,67369,33015,27522,17408,1330,1382,1382,25234,52763,3364,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),438780,387130,341146,335003,314073,294383,304140,294762,263576,297687,258427,
长期借款(万元),8800,47300,70720,81700,101001,104101,47683,48129,86958,82082,101888,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),11011,11177,8791,7990,7943,8122,8027,8322,8804,3102,3835,
递延所得税负债(万元),,,,,,,,,,,,
其他非流动负债(万元),27707,27194,26840,26262,26505,26355,26651,16980,14941,2243,3813,
非流动负债合计(万元),50881,89334,110332,115952,135450,138578,82361,73431,110703,87427,109536,
负债合计(万元),489661,476464,451478,450955,449522,432961,386501,368194,374280,385113,367963,
实收资本(或股本)(万元),75791,75791,75791,75791,75791,68211,68211,68211,68211,68211,63946,
资本公积(万元),336614,335860,335351,335354,336443,154589,155203,155173,155173,155010,134146,
减:库存股(万元),3365,3365,1813,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),61201,61201,55738,55738,40205,40205,40205,40205,26994,16497,9147,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),390215,368571,374644,349302,377526,334681,291019,253597,157365,108022,71606,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),864775,841853,841891,818803,831343,599741,558819,523832,416588,354795,281380,
少数股东权益(万元),15712,15976,16357,18830,19331,19608,20468,24751,25767,15647,9769,
所有者权益(或股东权益)合计(万元),880487,857829,858248,837633,850674,619350,579287,548583,442355,370442,291149,
负债和所有者权益(或股东权益)总计(万元),1370148,1334293,1309726,1288588,1300196,1052311,965788,916776,816634,755555,659112,		
