报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
衍生金融负债(万元),,,,,,,,,,,,,
应付票据(万元),1771,1744,,1566,,2105,2015,2759,2773,2437,,,
应付账款(万元),6102,6489,,4241,,4017,3841,4842,4511,3737,4056,4098,
预收账款(万元),79,90,24,22,21,12,8,15,30,26,27,22,
卖出回购金融资产款(万元),,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,
应付职工薪酬(万元),945,773,546,995,878,658,518,752,510,722,672,539,
应交税费(万元),509,559,199,295,262,222,327,311,253,237,235,177,
应付利息(万元),6,6,6,6,,2,4,4,3,3,3,11,
应付股利(万元),,,,,,,,,,,,1080,
其他应交款(万元),,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,
其他应付款(万元),,4000,,5,35,13,1771,7,189,161,9725,11621,
预提费用(万元),,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,21,73,,,,
流动负债合计(万元),18461,18560,10794,11630,8263,8529,11584,11811,11443,10572,16719,18548,
长期借款(万元),,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,
长期应付款(万元),,315,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,
长期递延收益(万元),186,193,165,171,,,,,,,,,
递延所得税负债(万元),631,648,,2,2,,1,,,50,,,
其他非流动负债(万元),,,,,,,,,0,,,,
非流动负债合计(万元),1034,1156,165,173,2,0,1,0,0,50,0,0,
负债合计(万元),19495,19716,10960,11803,8265,8529,11585,11811,11443,10622,16719,18548,
实收资本(或股本)(万元),8888,8888,8888,8888,8888,8888,8888,6666,6666,6666,1143,1609,
资本公积(万元),26123,26123,26123,26123,26123,26123,26123,5462,5462,5462,94,,
减:库存股(万元),,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,
盈余公积(万元),1111,1111,1111,1111,771,771,771,771,351,351,897,897,
一般风险准备(万元),,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,
未分配利润(万元),16280,14739,14518,13507,12598,11296,10270,9271,7255,4910,8449,4671,
拟分配现金股利(万元),,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,
归属于母公司股东权益合计(万元),52402,50856,50632,49624,48375,47066,46032,22157,19727,17386,10600,7160,
少数股东权益(万元),6582,6429,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),58984,57285,50632,49624,48375,47066,46032,22157,19727,17386,10600,7160,
负债和所有者权益(或股东权益)总计(万元),78479,77001,61591,61427,56640,55595,57617,33967,31170,28009,27319,25708,		
