报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
固定资产净值(万元),,77819,,64702,,42392,,36359,,32355,,27768,27875,20390,19369,20242,20103,18727,13920,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,
固定资产(万元),,77819,,64702,54027,42392,36572,36359,32306,32355,30919,27768,27875,20390,19369,20242,20103,18727,13920,
在建工程(万元),,14113,,22813,15936,19927,16247,12365,6242,1935,2178,4750,690,2792,183,74,20,857,3383,
工程物资(万元),,,,,,,,,4,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,
无形资产(万元),6486,6530,6575,6578,6621,6167,6208,6249,6290,6331,6372,6330,6403,6478,6597,6666,6197,2214,2258,
开发支出(万元),,,,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),39,47,54,58,49,38,,,,,,,1,3,6,8,10,,2,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),749,818,743,576,554,503,446,418,419,391,415,382,395,372,220,342,349,237,164,
其他非流动资产(万元),2340,2564,3165,3056,10121,7372,5998,6161,9415,3136,1179,904,708,1521,185,142,962,760,783,
非流动资产合计(万元),104972,101891,101680,97782,87308,76399,65471,61552,54676,44149,41063,40134,36072,31555,26560,27474,27641,22795,20510,
资产总计(万元),187337,188239,193928,168765,148167,136609,111392,97913,92526,90230,94336,66335,61095,53465,50871,52853,51227,45969,37192,
短期借款(万元),24000,32547,36064,28463,25476,18778,5000,1000,1000,2000,5800,6800,6800,4400,6000,8500,9500,8000,7000,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,
应付票据(万元),3057,4045,,8469,,1361,60,60,,,,,,50,,,200,550,100,
应付账款(万元),22703,21109,,22179,,18247,11088,7271,6587,6658,5330,4953,4416,3202,2576,3506,3585,4958,4641,
预收账款(万元),622,638,826,796,799,770,1133,656,250,384,437,311,115,67,97,348,101,49,226,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),2341,2139,2115,2496,1806,1727,1475,1673,1088,1011,897,1070,671,708,471,290,402,364,137,
应交税费(万元),1684,1922,1808,913,947,1280,973,749,1001,921,965,415,578,419,169,291,169,513,182,
应付利息(万元),32,104,144,146,84,29,8,1,0,3,10,10,9,7,12,49,19,16,17,
应付股利(万元),28,28,28,28,28,28,28,28,28,143,28,28,28,28,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,6114,,54,,94,246,168,178,180,370,166,107,9,6,50,12,24,6243,
预提费用(万元),,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,40,160,233,224,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),60580,68647,79200,63544,48219,42313,20009,11606,10132,11301,13837,13753,12722,8889,9372,13195,14220,14698,18547,
长期借款(万元),,,,,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,40,273,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),1287,1401,962,511,445,420,97,170,46,8,46,58,60,92,190,214,293,203,86,
长期递延收益(万元),2559,2931,2577,2453,2265,1961,1995,2028,1979,2008,2016,2041,2060,2099,996,,1047,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,1016,,467,500,
非流动负债合计(万元),3846,4332,3538,2964,2711,2381,2091,2198,2024,2017,2062,2099,2120,2191,1185,1230,1381,942,586,
负债合计(万元),64426,72978,82738,66508,50930,44694,22100,13804,12156,13317,15899,15852,14842,11080,10558,14425,15601,15640,19133,
实收资本(或股本)(万元),38551,38551,26048,26048,26048,26048,17600,17600,17600,17600,17600,13200,13200,13200,13200,13200,12000,12000,3441,
资本公积(万元),14468,14468,26971,26971,26971,26971,35419,35419,35419,35419,35419,14966,14966,14966,14966,14966,16166,16166,1500,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,
专项储备(万元),957,912,,866,865,841,842,835,818,797,789,750,682,591,406,319,235,101,,
盈余公积(万元),5818,5818,5168,4278,3903,3559,2923,2744,2304,2304,1943,1943,1713,1505,1094,920,708,291,1378,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,
未分配利润(万元),63118,55513,53003,44095,39451,34495,32508,27511,24230,20792,22687,19624,15691,12122,10647,9022,6516,1770,11740,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),122911,115261,111190,102257,97237,91914,89291,84109,80370,76913,78437,50483,46254,42385,40314,38428,35626,30329,18059,
少数股东权益(万元),,,,,,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),122911,115261,111190,102257,97237,91914,89291,84109,80370,76913,78437,50483,46254,42385,40314,38428,35626,30329,18059,
负债和所有者权益(或股东权益)总计(万元),187337,188239,193928,168765,148167,136609,111392,97913,92526,90230,94336,66335,61095,53465,50871,52853,51227,45969,37192,		
