报告日期,2020-09-30,2020-06-30,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
流动负债合计(万元),51118,75773,64412,89535,80757,61738,37087,44985,11311,21530,17644,3200,
长期借款(万元),,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,
长期应付款(万元),,,,,,,54,66,,,,,
专项应付款(万元),,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,
长期递延收益(万元),,,,,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,
非流动负债合计(万元),3,3,3,5,17,60,54,66,0,0,0,0,
负债合计(万元),51121,75776,64415,89540,80774,61799,37141,45050,11311,21530,17644,3200,
实收资本(或股本)(万元),40001,36000,36000,36000,36000,36000,36000,36000,36000,3962,2823,2823,
资本公积(万元),71870,33858,33858,33858,33858,33858,33858,33858,33858,65045,3936,3936,
减:库存股(万元),,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,
盈余公积(万元),5134,5134,5134,3893,3897,2016,478,478,,85,,,
一般风险准备(万元),,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,
未分配利润(万元),102198,98062,83035,70800,55848,32498,18849,11315,4773,4449,1263,695,
拟分配现金股利(万元),,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,
归属于母公司股东权益合计(万元),219413,173526,158410,144846,129812,104361,89305,81812,74646,73543,8021,7453,
少数股东权益(万元),-553,-536,-335,-345,-254,-194,-91,-40,,,,,
所有者权益(或股东权益)合计(万元),218860,172989,158075,144501,129557,104167,89214,81773,74646,73543,8021,7453,
负债和所有者权益(或股东权益)总计(万元),269981,248766,222490,234041,210331,165966,126355,126823,85957,95073,25665,10652,		
