报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
长期待摊费用(万元),8822,7370,6119,5788,4964,3747,3683,3470,3532,2931,2454,2721,2552,2699,2475,2712,2794,1947,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),3215,3089,1189,1437,1145,1360,1271,1158,939,876,756,741,595,420,821,602,441,324,
其他非流动资产(万元),,,,181,,,,,,,,503,,,,,,,
非流动资产合计(万元),42225,37051,31256,30688,27642,27708,24213,22658,17051,14437,13628,10400,9272,8250,7397,7363,7703,3820,
资产总计(万元),232052,227453,219693,211944,198931,180110,188772,173169,170148,158495,159607,147344,82351,68447,54575,45312,34208,26421,
短期借款(万元),,,,,,,,,,,,,,,,,,5160,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,
应付票据(万元),5980,5890,,9553,,4023,1080,924,1383,759,,,,,,1343,510,1378,
应付账款(万元),4797,4100,,6277,,2761,2418,2968,4450,2922,3608,3031,2237,2224,1965,1140,1651,1190,
预收账款(万元),12899,17475,19336,18144,15791,15703,19163,15583,13951,9988,12859,8815,9799,7714,7001,6880,5228,4266,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),4552,3779,3253,3489,3558,3362,3863,2932,3104,2788,2882,2624,2700,2189,1655,1128,635,346,
应交税费(万元),4423,3713,3920,2334,4844,3512,4558,1979,3542,1881,3017,1934,2025,1436,1583,1312,1517,1026,
应付利息(万元),,,,,,,,,,,,,,,,4,3,7,
应付股利(万元),,9067,,,,,,,,2133,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,
其他应付款(万元),,3212,,3080,2610,2148,2265,2347,1902,1697,1556,1537,1395,1249,1111,1069,888,533,
预提费用(万元),,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,1000,1000,,
其他流动负债(万元),6664,5555,5335,5058,3991,2658,2666,2171,1845,1688,1064,1026,964,926,871,797,723,674,
流动负债合计(万元),42651,52792,47420,47936,44631,34167,36013,28904,30177,23857,24986,18967,19121,15738,14186,14672,12156,14580,
长期借款(万元),,,,,,,,,,,,,,,,1000,2000,,
应付债券(万元),,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,
长期递延收益(万元),3000,2000,1000,1000,,,,,,,,,,,,,,,
递延所得税负债(万元),84,84,84,84,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,100,100,,,,,,,,,,,,,
非流动负债合计(万元),3084,2084,1084,1084,100,100,0,0,0,0,0,0,0,0,0,1000,2000,0,
负债合计(万元),45735,54876,48504,49020,44731,34267,36013,28904,30177,23857,24986,18967,19121,15738,14186,15672,14156,14580,
实收资本(或股本)(万元),30828,18134,18134,18134,18134,18134,10667,10667,10667,10667,10667,10667,8000,8000,8000,8000,8000,6000,
资本公积(万元),44265,56958,55627,55627,55627,55627,63094,63094,63094,63094,63094,63094,3353,3353,3353,3353,3353,,
减:库存股(万元),,,4724,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,
盈余公积(万元),8377,8377,8377,8377,5462,5462,5462,5462,5462,5462,5462,5462,4136,4136,2904,1829,870,237,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,
未分配利润(万元),102747,89008,93675,80686,74977,66621,73537,65043,60749,55416,55399,49154,47742,37220,26133,16458,7829,5603,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),186216,172477,171088,162824,154200,145843,152759,144265,139971,134639,134622,128376,63230,52709,40390,29639,20052,11841,
少数股东权益(万元),101,101,101,100,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),186317,172577,171189,162924,154200,145843,152759,144265,139971,134639,134622,128376,63230,52709,40390,29639,20052,11841,
负债和所有者权益(或股东权益)总计(万元),232052,227453,219693,211944,198931,180110,188772,173169,170148,158495,159607,147344,82351,68447,54575,45312,34208,26421,		
