报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
长期待摊费用(万元),8117,8479,9224,10109,10262,9123,7414,7246,6611,6389,6662,7335,8887,10354,8836,6965,2189,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),2997,3077,3657,2910,3698,3913,4520,3382,2115,2210,3469,1961,3388,2486,693,133,55,
其他非流动资产(万元),7275,5561,4731,3567,4461,2812,1540,11461,3082,2943,1516,1245,1823,1896,622,1144,166,
非流动资产合计(万元),211510,194462,182905,170679,147481,136520,131790,119287,101916,98028,94017,93415,84140,69539,41751,20442,10068,
资产总计(万元),550753,514838,479193,532194,480687,459375,422365,456568,410123,364800,334465,214997,165087,159455,114186,68964,39881,
短期借款(万元),,,,0,,,2000,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,0,,,,,,,,,,,,,,
衍生金融负债(万元),,,,0,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,,
应付账款(万元),69534,52050,,54941,,48559,31312,51133,42583,37367,24280,38331,23585,25362,16789,5881,3656,
预收账款(万元),115803,114829,108865,127017,111331,104296,97854,106109,91451,83078,79239,76951,67039,63001,42488,23741,9754,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),1831,2402,893,2463,15,35,39,697,6,5,5,5,14,15,4,1,2,
应交税费(万元),7180,7378,4622,13945,7349,10167,4341,9612,7759,6906,4907,8016,5590,5568,4247,2418,2115,
应付利息(万元),,,,0,,,,,,,,,,,,,,
应付股利(万元),,,,0,,,,,,,,,,,450,450,450,
其他应交款(万元),,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,
其他应付款(万元),,25256,,26450,30171,31613,27448,26764,25276,9303,9351,8216,5994,4340,2937,1728,812,
预提费用(万元),,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,0,,,,,,,11,,,,,,,
其他流动负债(万元),11,11,11,11,11,11,11,11,71,11,,11,11,11,11,11,11,
流动负债合计(万元),213143,201926,173693,224827,197508,194680,163004,194326,167145,136669,117793,131529,102232,98296,66925,34229,16799,
长期借款(万元),,,,0,,,,,,,,,,,,,,
应付债券(万元),,,,0,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,
长期递延收益(万元),3695,1339,1140,1180,265,305,263,293,231,29,31,34,71,76,131,618,648,
递延所得税负债(万元),1910,1796,1685,1454,1114,,,,,,,,,,,,,
其他非流动负债(万元),,,,0,,,,,,,,,,,,,,
非流动负债合计(万元),5605,3135,2825,2634,1379,305,263,293,231,29,31,34,71,76,131,618,648,
负债合计(万元),218748,205061,176518,227462,198887,194984,163267,194619,167376,136697,117825,131562,102304,98372,67056,34847,17447,
实收资本(或股本)(万元),19868,19868,19868,19868,19870,19870,11039,11039,11039,10800,10800,8100,8100,8100,8100,8100,8100,
资本公积(万元),150000,149763,149527,149290,149666,149235,157619,157173,155398,138924,138706,3543,3543,3543,3543,3543,3543,
减:库存股(万元),5969,10761,10941,10941,15819,15819,16058,16058,16058,,,,,,,,,
专项储备(万元),,,,0,,,,,,,,,,,,,,
盈余公积(万元),6504,6504,6504,6504,5087,5087,5087,5087,3010,3010,3010,3010,2165,2165,1386,795,399,
一般风险准备(万元),,,,0,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),161557,144387,137703,139960,122947,106018,101411,104709,89359,75368,64124,68781,48975,47275,34101,21679,10393,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),331960,309761,302661,304681,281751,264391,259098,261949,242748,228103,216640,83434,62783,61083,47130,34117,22435,
少数股东权益(万元),45,16,15,51,49,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),332005,309777,302675,304732,281800,264391,259098,261949,242748,228103,216640,83434,62783,61083,47130,34117,22435,
负债和所有者权益(或股东权益)总计(万元),550753,514838,479193,532194,480687,459375,422365,456568,410123,364800,334465,214997,165087,159455,114186,68964,39881,		
