报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
累计折旧(万元),,7147,,6279,,5585,,5009,,4389,3726,,,
固定资产净值(万元),,19959,,20540,,13878,,14122,,13759,12729,,,
固定资产减值准备(万元),,,,,,,,,,,,,,
固定资产(万元),,19959,,20540,13692,13878,13798,14122,13862,13759,12729,10666,11938,
在建工程(万元),,17207,,15853,20521,19610,18793,17638,16635,15342,7856,2408,173,
工程物资(万元),,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,
无形资产(万元),4328,4358,4373,4412,4470,4473,4492,4578,4632,4658,4665,4702,4577,
开发支出(万元),,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,
递延所得税资产(万元),336,364,279,342,370,405,329,344,288,285,303,253,119,
其他非流动资产(万元),229,2689,499,326,829,961,553,685,680,1022,4321,1892,358,
非流动资产合计(万元),43152,44577,41696,41472,39882,39327,37965,37368,36097,35065,29874,19920,17166,
资产总计(万元),140538,140258,137638,140184,135502,131144,127310,136550,97768,93345,85397,75382,58397,
短期借款(万元),25200,25200,25200,25200,25200,23200,25200,33514,26829,25703,25676,25864,25672,
向中央银行借款(万元),,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,
应付票据(万元),6316,5697,,4607,,,,,,,,,,
应付账款(万元),18270,17875,,19266,,17585,15573,15474,13853,13084,10760,7293,6356,
预收账款(万元),227,124,99,164,173,151,180,290,612,235,199,322,353,
卖出回购金融资产款(万元),,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,
应付职工薪酬(万元),687,718,771,1025,604,664,604,684,184,682,572,71,217,
应交税费(万元),625,265,181,364,976,1218,599,424,893,305,886,1257,963,
应付利息(万元),36,32,35,35,33,29,35,52,98,76,43,43,55,
应付股利(万元),,1920,,,,2400,,,,,,,1059,
其他应交款(万元),,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,
其他应付款(万元),,2055,,3413,,2925,3006,4758,6057,6114,1630,1066,1627,
预提费用(万元),,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,200,188,200,
其他流动负债(万元),,,,,13,13,13,13,,,,,,
流动负债合计(万元),52887,53885,50480,54073,50342,48186,45209,55209,48527,46200,39967,36104,36502,
长期借款(万元),,,,,,,,,,,1086,1133,1311,
应付债券(万元),,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,
长期递延收益(万元),230,230,230,230,217,217,217,217,,,,,,
递延所得税负债(万元),,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,
非流动负债合计(万元),230,230,230,230,217,217,217,217,0,0,1086,1133,1311,
负债合计(万元),53117,54115,50710,54303,50559,48403,45426,55426,48527,46200,41052,37238,37813,
实收资本(或股本)(万元),24000,24000,24000,24000,24000,24000,24000,24000,18000,18000,18000,18000,14000,
资本公积(万元),37368,37368,37368,37368,37368,37368,37368,37368,12927,12927,12927,12927,2030,
减:库存股(万元),,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),2704,2357,2357,2357,1794,1794,1794,1794,1187,1187,1187,622,227,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),21095,20211,20937,19699,19164,17161,17987,16764,15758,13767,11132,5868,2291,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),84856,83638,84321,83135,82155,80065,80866,79872,47915,45925,43128,37003,18394,
少数股东权益(万元),2565,2505,2607,2746,2788,2676,1018,1252,1326,1220,1217,1141,2191,
所有者权益(或股东权益)合计(万元),87421,86143,86928,85881,84943,82741,81884,81124,49241,47145,44345,38144,20585,
负债和所有者权益(或股东权益)总计(万元),140538,140258,137638,140184,135502,131144,127310,136550,97768,93345,85397,75382,58397,		
