报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
短期借款(万元),,2000,10400,10900,13000,14400,12081,12000,15000,14000,14400,17893,
向中央银行借款(万元),,,,,,,,0,,,,,
吸收存款及同业存放(万元),,,,,,,,0,,,,,
拆入资金(万元),,,,,,,,0,,,,,
交易性金融负债(万元),,,,,,,,0,,,,,
衍生金融负债(万元),,,,,,,,0,,,,,
应付票据(万元),,,,,450,900,,0,,,,,
应付账款(万元),4786,4027,,3273,3245,3496,3311,2959,3140,3505,2706,3452,
预收账款(万元),244,310,220,482,449,919,222,84,76,148,234,521,
卖出回购金融资产款(万元),,,,,,,,0,,,,,
应付手续费及佣金(万元),,,,,,,,0,,,,,
应付职工薪酬(万元),175,170,119,122,103,112,79,77,75,104,90,78,
应交税费(万元),625,824,432,412,827,651,1048,899,1039,722,516,684,
应付利息(万元),,,,,,,6,0,,,,26,
应付股利(万元),,,,,,,,0,,,,,
其他应交款(万元),,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,
其他应付款(万元),,37,,7,67,46,714,714,723,739,739,1963,
预提费用(万元),,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,0,,,,,
保险合同准备金(万元),,,,,,,,0,,,,,
代理买卖证券款(万元),,,,,,,,0,,,,,
代理承销证券款(万元),,,,,,,,0,,,,,
国际票证结算(万元),,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,
一年内到期的非流动负债(万元),4,4,4,4,4,4,4,0,,1000,2000,2000,
其他流动负债(万元),93,66,123,114,89,406,137,0,,,,26,
流动负债合计(万元),5978,7437,15984,15314,18234,20934,17602,16734,20053,20218,20686,26642,
长期借款(万元),5732,5732,5732,5370,3136,963,,0,,,,2000,
应付债券(万元),,,,,,,,0,,,,,
长期应付款(万元),,,,,,,,0,,,,,
专项应付款(万元),,,,,,,,0,,,,,
预计非流动负债(万元),,,,,,,,0,,,,,
长期递延收益(万元),2066,2067,1924,1925,1926,1027,529,0,,,,,
递延所得税负债(万元),,,,,,,,0,,,,,
其他非流动负债(万元),,,,,,,,0,,,,,
非流动负债合计(万元),7798,7799,7656,7295,5062,1990,529,0,0,0,0,2000,
负债合计(万元),13776,15235,23641,22609,23296,22924,18131,16734,20053,20218,20686,28642,
实收资本(或股本)(万元),10668,10668,10668,8000,8000,8000,8000,8000,8000,8000,8000,8000,
资本公积(万元),63438,63438,63438,11741,11741,11741,11741,11741,11387,10000,11387,8500,
减:库存股(万元),,,,,,,,0,,,,,
专项储备(万元),,,,,,,,0,,,,,
盈余公积(万元),4620,4620,4620,4620,3679,3679,3679,3153,2748,2449,2109,1726,
一般风险准备(万元),,,,,,,,0,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,
未分配利润(万元),32911,28683,28679,27147,26143,22806,17550,17921,13742,18423,14815,11315,
拟分配现金股利(万元),,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,
归属于母公司股东权益合计(万元),111636,107409,107405,51508,49564,46227,40970,40815,35878,38873,36311,29541,
少数股东权益(万元),,,,,,,,0,,,,,
所有者权益(或股东权益)合计(万元),111636,107409,107405,51508,49564,46227,40970,40815,35878,38873,36311,29541,
负债和所有者权益(或股东权益)总计(万元),125412,122644,131045,74117,72859,69151,59101,57549,55931,59090,56997,58184,		
