报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
递延所得税资产(万元),4483,7203,7750,7866,2048,2996,2235,2140,1049,1456,617,400,369,
其他非流动资产(万元),50,50,50,625,625,625,625,625,625,625,625,625,1041,
非流动资产合计(万元),28293,29746,29315,29358,21708,21575,20646,20376,16952,16494,10943,9794,8330,
资产总计(万元),197673,203696,202287,213412,180339,166893,158167,163874,96775,84627,67153,44754,37878,
短期借款(万元),,,,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,
应付票据(万元),66,465,,349,,673,552,1136,458,528,120,,,
应付账款(万元),6913,7572,,7664,,7540,9256,10967,10851,6979,2163,1826,1771,
预收账款(万元),40195,57127,55050,55604,39614,33553,25583,25635,21167,9479,5287,1743,2779,
卖出回购金融资产款(万元),,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,
应付职工薪酬(万元),7652,6640,8709,8335,6123,5163,6209,6095,3134,3976,3403,3349,3423,
应交税费(万元),522,642,506,10100,1918,3146,1027,4792,1930,3765,1474,2384,1270,
应付利息(万元),,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,
其他应付款(万元),,485,,430,321,297,309,265,392,363,339,100,779,
预提费用(万元),,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,
流动负债合计(万元),55841,72931,71958,82481,54278,50372,42936,48889,37932,25091,12785,9402,10022,
长期借款(万元),,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,
预计非流动负债(万元),858,772,678,654,654,580,518,502,446,399,339,284,226,
长期递延收益(万元),904,908,885,889,857,820,506,569,400,728,686,695,907,
递延所得税负债(万元),,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,
非流动负债合计(万元),1762,1680,1563,1543,1511,1400,1024,1070,846,1126,1025,979,1133,
负债合计(万元),57603,74611,73521,84025,55789,51772,43960,49959,38778,26217,13811,10381,11154,
实收资本(或股本)(万元),10672,10672,10672,10672,10672,10672,6670,6670,5000,5000,5000,1053,1000,
资本公积(万元),53851,53851,53851,53851,53851,53851,57853,57853,13252,13252,13240,4282,3019,
减:库存股(万元),,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),3808,3808,3808,3808,2043,2043,2043,2043,1326,1326,945,526,524,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),71739,60754,60435,61056,57984,48556,47641,47349,38420,38833,34157,28512,22181,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),140071,129085,128766,129387,124550,115122,114207,113915,57997,58410,53342,34373,26724,
少数股东权益(万元),,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),140071,129085,128766,129387,124550,115122,114207,113915,57997,58410,53342,34373,26724,
负债和所有者权益(或股东权益)总计(万元),197673,203696,202287,213412,180339,166893,158167,163874,96775,84627,67153,44754,37878,		
