报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2018-03-31,2017-12-31,2016-12-31,2015-12-31,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),17917,17625,13360,21171,17174,19070,16608,11985,15976,10890,8327,
应交税费(万元),33967,27201,11113,11462,15752,19368,11807,12774,27171,16759,10726,
应付利息(万元),,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,14681,,,,26123,,20870,15234,8873,11667,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),299144,291619,127826,182965,204783,238239,188226,200072,238594,147064,105085,
长期借款(万元),,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),207,239,204,400,,,,,,,,
递延所得税负债(万元),3908,3743,2971,3161,2972,749,3427,,,,,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),4115,3982,3175,3561,2972,749,3427,0,0,0,0,
负债合计(万元),303259,295601,131000,186526,207755,238988,191653,200072,238594,147064,105085,
实收资本(或股本)(万元),60061,60061,60000,54000,54000,54000,54000,54000,54000,8067,8167,
资本公积(万元),379958,379958,375346,31026,31026,31026,31026,31026,31026,1481,1556,
减:库存股(万元),4673,4673,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),30280,30280,30280,30280,8768,8768,8768,1373,1373,8598,8598,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),371719,292198,456864,439824,406227,337587,230964,102777,70672,226689,144417,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),837982,758658,922491,555130,500022,431381,324757,189176,157072,244835,162737,
少数股东权益(万元),,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),837982,758658,922491,555130,500022,431381,324757,189176,157072,244835,162737,
负债和所有者权益(或股东权益)总计(万元),1141242,1054259,1053492,741656,707777,670370,516411,389248,395666,391900,267823,		
