报告日期,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),3,4,8,13,17,15,19,,,31,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),,,,,,,,1,13,,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),289,240,129,91,78,36,43,18,13,17,
其他非流动资产(万元),,,,,,,,2598,520,,
非流动资产合计(万元),6292,6288,6268,6430,6502,6467,5994,3198,1146,668,
资产总计(万元),31369,29297,27898,21004,16552,15306,15723,7627,5663,3031,
短期借款(万元),4000,2000,2000,1500,1000,1000,1000,1000,,,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),,,,,,,,,,,
应付账款(万元),1770,1501,1720,902,597,753,367,96,10,133,
预收账款(万元),140,93,16,174,399,526,728,1819,3221,1441,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),325,347,382,374,149,257,111,200,77,67,
应交税费(万元),466,954,931,1157,915,231,445,585,413,156,
应付利息(万元),,,,,,,,,,,
应付股利(万元),,,,,,,1450,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,34,32,28,36,8,12,253,,0,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),500,500,500,500,500,500,500,,,,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),7242,5429,5581,4635,3596,3276,4613,3953,3721,1798,
长期借款(万元),250,500,750,1250,1500,1750,2000,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),,,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),250,500,750,1250,1500,1750,2000,0,0,0,
负债合计(万元),7492,5929,6331,5885,5096,5026,6613,3953,3721,1798,
实收资本(或股本)(万元),5100,5100,5100,5100,5100,5100,5100,1122,1000,1000,
资本公积(万元),3272,3272,3272,3272,2735,2735,2735,736,,,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),1305,1305,1305,660,230,230,,267,105,34,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),14201,13691,11890,6087,3391,2216,1275,1549,838,200,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),23878,23368,21567,15118,11456,10281,9110,3674,1943,1234,
少数股东权益(万元),,,,,,,,,,,
所有者权益(或股东权益)合计(万元),23878,23368,21567,15118,11456,10281,9110,3674,1943,1234,
负债和所有者权益(或股东权益)总计(万元),31369,29297,27898,21004,16552,15306,15723,7627,5663,3031,		
