报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
吸收存款及同业存放(万元),21295626,21405167,20234762,19351584,18954818,22608533,21349979,17734537,15667218,13349240,,,,
拆入资金(万元),770761,433677,370813,298417,240729,265252,203488,256550,370775,200000,40000,,,
交易性金融负债(万元),,,,,,137761,155496,,,,,,,
衍生金融负债(万元),1302,1283,2742,2689,1388,2819,964,3439,,,,,,
应付票据(万元),,,,,,,,,,,,,,
应付账款(万元),,,,,,,,,,,,,,
预收账款(万元),,,,,,,,,,,,,,
卖出回购金融资产款(万元),1540672,1405648,1800619,1477899,1198760,797168,905557,840573,362600,590800,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,
应付职工薪酬(万元),136441,134829,141016,158948,134337,118195,110506,145411,163089,166617,,,,
应交税费(万元),75598,50950,60503,74236,63409,37129,41123,66832,65580,66904,,,,
应付利息(万元),,,,273422,258892,249786,261079,291517,301828,280425,,,,
应付股利(万元),,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,
其他应付款(万元),,,,,,,,,,,,,,
预提费用(万元),,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,
流动负债合计(万元),,,,,,,,,,,,,,
长期借款(万元),,,,,,,,,,,,,,
应付债券(万元),5997333,5582690,5364274,5208832,4552726,249971,249913,3698963,2065733,395318,,,,
长期应付款(万元),,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,
预计非流动负债(万元),26216,19715,22092,,,,,,,715,,,,
长期递延收益(万元),,,,,,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,,,,
其他非流动负债(万元),155359,149003,167493,135084,289636,142517,139949,268442,132658,109048,,,,
非流动负债合计(万元),,,,,,,,,,,,,,
负债合计(万元),30397238,29504044,28511158,27279840,25836696,24639131,23418055,23313566,19179481,15159067,13325982,11508412,9260028,
实收资本(或股本)(万元),555556,555556,555556,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,
资本公积(万元),381796,381796,381796,222144,222144,222144,222144,222144,222144,221480,221480,213248,221490,
减:库存股(万元),,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),239964,239964,215903,215903,191841,191841,170833,170504,129777,91878,55800,22267,5693,
一般风险准备(万元),454082,454082,409235,409235,408954,408860,353131,353226,274313,223788,196269,125831,117631,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),697854,603701,690387,582838,568734,494929,527109,442346,348341,284109,208545,192198,51238,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),2380595,2282226,2303082,2051363,1975329,1875354,1795126,1711454,1494826,1348924,1183326,1053544,896051,
少数股东权益(万元),83726,83098,82269,82913,81576,,,80405,80021,,,,,
所有者权益(或股东权益)合计(万元),2464320,2365324,2385351,2134276,2056905,1875354,1795126,1791858,1574847,1348924,,1053544,,
负债和所有者权益(或股东权益)总计(万元),32861559,31869368,30896509,29414117,27893601,26514485,25213181,25105424,20754328,16507991,14509308,12561956,10156079,		
