报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
长期待摊费用(万元),101,128,156,185,171,193,218,221,97,92,53,77,132,,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),246,217,174,130,116,143,120,100,121,50,49,35,44,46,
其他非流动资产(万元),2663,17090,11142,10954,10580,2546,1215,1215,1622,1482,276,,,4059,
非流动资产合计(万元),31624,26570,20304,20164,19872,11441,8926,8996,9042,7254,4365,4208,4528,4308,
资产总计(万元),91188,85237,81489,80870,77009,74661,76515,33138,29052,27355,22386,19852,16758,13995,
短期借款(万元),,,,,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,
应付账款(万元),7578,4794,,1961,,1436,1362,1335,1557,1218,704,1002,1225,637,
预收账款(万元),716,626,674,490,447,508,714,378,793,393,640,1371,2668,2302,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),85,528,496,1571,425,419,369,1447,276,859,177,653,489,428,
应交税费(万元),872,1170,600,595,487,377,604,489,1336,533,311,1911,813,307,
应付利息(万元),,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,335,,427,83,147,100,117,112,41,252,223,15,6,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,
流动负债合计(万元),9594,7453,3827,5045,2799,2887,3149,3766,4074,3044,2084,5160,5209,3681,
长期借款(万元),,,,,,,,,,,,,1440,1800,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),160,157,134,135,129,127,139,123,113,106,55,84,85,100,
长期递延收益(万元),46,45,36,39,43,47,51,51,34,34,,30,11,,
递延所得税负债(万元),,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,
非流动负债合计(万元),207,203,170,174,172,174,190,174,148,140,55,114,1536,1900,
负债合计(万元),9800,7656,3997,5219,2971,3061,3339,3939,4222,3185,2139,5274,6745,5581,
实收资本(或股本)(万元),13097,13097,13097,13097,13097,13097,9355,7016,7016,7016,3508,3333,3000,1000,
资本公积(万元),46337,46337,46337,46337,46337,46337,50079,10715,10715,10715,11904,9056,,134,
减:库存股(万元),,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,
盈余公积(万元),1978,1978,1978,1978,1742,1742,1742,1742,1123,1123,491,266,1197,734,
一般风险准备(万元),,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,
未分配利润(万元),19949,16141,16039,14198,12811,10381,11960,9680,5925,5276,4315,1899,5793,6547,
拟分配现金股利(万元),,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),81378,77568,77464,75629,74003,71570,73144,29163,24790,24142,20220,14557,9988,8414,
少数股东权益(万元),10,13,27,22,35,30,32,36,41,29,27,21,25,,
所有者权益(或股东权益)合计(万元),81387,77581,77491,75651,74038,71600,73176,29199,24830,24170,20247,14578,10013,8414,
负债和所有者权益(或股东权益)总计(万元),91188,85237,81489,80870,77009,74661,76515,33138,29052,27355,22386,19852,16758,13995,		
