报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,
代理承销证券款(万元),,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,
一年内到期的非流动负债(万元),2880,5796,4260,4260,3492,1450,,1489,2978,2978,2978,2978,
其他流动负债(万元),,,,,,,,,,,,,
流动负债合计(万元),43652,48782,46395,40582,38782,39745,36357,37489,36243,33945,40301,46623,
长期借款(万元),6480,9336,12745,8870,11388,3770,,,1489,2233,4466,7444,
应付债券(万元),,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,
预计非流动负债(万元),30,30,46,30,31,34,22,23,,,,,
长期递延收益(万元),191,198,206,214,229,244,,,,,,,
递延所得税负债(万元),4467,3396,1842,1842,1622,1624,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,
非流动负债合计(万元),11251,13068,14946,11047,13364,5728,99,106,1489,2233,4466,7444,
负债合计(万元),54903,61850,61341,51629,52146,45472,36456,37594,37732,36179,44767,54067,
实收资本(或股本)(万元),8670,6500,6500,6500,6500,6500,6500,5250,5250,5000,5000,5000,
资本公积(万元),110737,33214,33214,33214,33214,33214,33214,27282,27273,26023,26023,26023,
减:库存股(万元),,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,
盈余公积(万元),3595,3595,3595,3595,2267,2273,1320,532,219,50,50,50,
一般风险准备(万元),,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,
未分配利润(万元),46183,41797,37061,37036,30474,27720,17077,9652,713,854,-186,119,
拟分配现金股利(万元),,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,
归属于母公司股东权益合计(万元),168894,85032,82205,80740,72995,70059,58423,42988,33454,31927,30887,31192,
少数股东权益(万元),2265,2210,2501,2176,2048,1844,1492,1249,,,,,
所有者权益(或股东权益)合计(万元),171159,87242,84706,82917,75044,71903,59915,44237,33454,31927,30887,31192,
负债和所有者权益(或股东权益)总计(万元),226062,149091,146047,134545,127190,117376,96371,81831,71187,68106,75654,85259,		
