报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),21802,17666,18064,18065,17862,21125,17640,14601,14594,19240,17881,
长期借款(万元),,,,,,,,2,12,33,,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),754,805,856,991,1126,1261,1531,1185,990,,,
递延所得税负债(万元),600,567,571,303,152,124,102,27,29,28,14,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),1354,1372,1427,1294,1278,1385,1633,1214,1031,61,14,
负债合计(万元),23155,19038,19491,19359,19140,22510,19273,15815,15625,19301,17894,
实收资本(或股本)(万元),9333,9333,6667,5000,5000,5000,5000,5000,4576,2658,2658,
资本公积(万元),87952,87952,90619,38436,38436,38436,38436,38461,10361,,,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,52,
盈余公积(万元),2336,2336,2336,2336,1179,1179,1179,86,2219,1477,1477,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),22727,19340,19506,15690,14075,11780,8665,5064,27206,25281,19813,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),122348,118961,119127,61461,58690,56395,53280,48611,44361,29415,24000,
少数股东权益(万元),,,,,,,,33,37,34,36,
所有者权益(或股东权益)合计(万元),122348,118961,119127,61461,58690,56395,53280,48644,44399,29449,24035,
负债和所有者权益(或股东权益)总计(万元),145504,137999,138618,80820,77830,78905,72552,64459,60023,48750,41930,		
