报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,2922,,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),44951,64155,75305,72721,65784,53060,38768,53550,38238,34598,
长期借款(万元),11031,11031,9631,800,,,,,,2754,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),4632,4741,3941,4007,4073,3974,3902,3566,1091,938,
递延所得税负债(万元),3552,3583,3699,3706,3767,2298,1888,1918,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),19215,19355,17271,8513,7840,6272,5790,5484,1091,3692,
负债合计(万元),64166,83510,92576,81234,73624,59332,44558,59034,39330,38290,
实收资本(或股本)(万元),41083,36083,36083,36083,36083,36083,36083,27770,26904,26904,
资本公积(万元),66067,38472,38472,38472,38472,40133,40562,30369,2778,2535,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),1746,1746,1746,560,560,560,122,122,5865,5441,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),33936,32362,25124,21553,19249,12176,3632,-3782,32731,29582,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),142839,108670,101433,96676,94366,88953,80409,54490,68280,64462,
少数股东权益(万元),2636,2801,2954,3111,3251,3305,1577,4933,4776,3478,
所有者权益(或股东权益)合计(万元),145475,111472,104387,99787,97618,92258,81986,59422,73055,67940,
负债和所有者权益(或股东权益)总计(万元),209641,194981,196963,181021,171241,151590,126544,118457,112385,106230,		
