报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
无形资产(万元),20284,20507,21271,21245,23136,22463,22839,22542,4942,1444,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),25965,25457,25534,24730,23153,22580,23371,23586,13613,7882,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),6762,7143,5232,5307,4383,2339,1164,1078,79,0,
其他非流动资产(万元),4926,5022,4926,4930,4707,2924,229,752,224,203,
非流动资产合计(万元),1955867,1947860,1973165,1967122,1937628,1965553,2130168,2044207,1288178,778082,
资产总计(万元),3064972,3205196,3001729,2961689,2961131,3118643,2883426,2742249,1860909,1247269,
短期借款(万元),107388,234206,318319,230444,185620,29000,17000,15000,10000,44480,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),45,,,,,,219,1477,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),124044,113563,66128,76715,77407,149125,,,,,
应付账款(万元),369759,402604,433804,480516,437194,564265,,,,,
预收账款(万元),,,,3443,4677,8551,10015,4529,1744,51,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),6157,5090,4656,6637,5933,7086,3772,5228,4361,2297,
应交税费(万元),6350,4639,3797,6429,6367,29732,2672,4326,1132,1034,
应付利息(万元),,,,,,,,,,,
应付股利(万元),,7467,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,94217,,,,,,,,,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),173139,179040,189603,195509,153516,187382,152612,139329,67119,28031,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),890058,1045659,1147277,1054051,948780,1138149,897665,846375,603299,571594,
长期借款(万元),302110,304955,316963,341151,408324,407208,493964,490455,455524,205050,
应付债券(万元),60230,59439,,,,,,,,,
长期应付款(万元),,695321,,,,,882204,826917,492905,141936,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,1200,,,,1180,
长期递延收益(万元),10050,10223,10396,10569,10213,4253,2869,1285,917,691,
递延所得税负债(万元),,,,,,,,,565,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),1066787,1069938,1025548,1075034,1188631,1221966,1379037,1318657,949911,348857,
负债合计(万元),1956846,2115597,2172826,2129086,2137411,2360115,2276702,2165032,1553210,920451,
实收资本(或股本)(万元),276550,276550,217091,217091,217091,217091,200000,200000,269210,254799,
资本公积(万元),553681,553681,371464,371153,371153,371153,288922,288922,10714,,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),3585,3585,3398,3585,3195,3195,818,818,297,,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),266104,247785,229280,233389,210698,160909,110320,81309,22132,7871,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),1100055,1082075,821730,825570,809851,752478,600118,571061,302353,262670,
少数股东权益(万元),8072,7524,7173,7034,13869,6050,6606,6156,5347,64149,
所有者权益(或股东权益)合计(万元),1108126,1089599,828904,832603,823720,758528,606724,577217,307699,326819,
负债和所有者权益(或股东权益)总计(万元),3064972,3205196,3001729,2961689,2961131,3118643,2883426,2742249,1860909,1247269,		
