报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
长期借款(万元),,,1850,3740,3800,9700,11000,7000,1500,2000,3200,3900,6000,
应付债券(万元),,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,
长期递延收益(万元),25288,24805,25054,23696,22866,23041,22982,21176,7730,7806,7000,7256,7512,
递延所得税负债(万元),14,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,
非流动负债合计(万元),25302,24805,26904,27436,26666,32741,33982,28176,9230,9806,10200,11156,13512,
负债合计(万元),231448,226204,212735,229733,253712,252616,269539,250372,170488,154120,194170,160206,164482,
实收资本(或股本)(万元),61200,61200,61200,61200,61200,61200,55000,55000,55000,55000,45000,45000,15000,
资本公积(万元),188535,188535,188535,188535,188644,188644,116773,116773,116779,118356,91779,1718,901,
减:库存股(万元),,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),8217,8217,8217,8217,6502,6502,6502,6502,2924,588,535,8588,6569,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),86190,72456,69068,65501,62997,73791,66044,56335,20030,17726,1189,73161,56806,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),344009,329967,327350,323452,319343,330137,244319,234610,194733,191669,138503,128467,79276,
少数股东权益(万元),1480,267,275,278,187,109,-104,-102,-60,173,269,3182,4810,
所有者权益(或股东权益)合计(万元),345488,330233,327625,323730,319530,330246,244215,234508,194674,191842,138772,131649,84086,
负债和所有者权益(或股东权益)总计(万元),576937,556437,540360,553463,573242,582862,513755,484880,365161,345963,332942,291854,248568,		
