报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
流动负债合计(万元),33222,30580,29781,31902,28609,30246,27299,28980,25369,24193,17998,14311,14582,
长期借款(万元),,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,
长期递延收益(万元),,,,,,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,,,38,
其他非流动负债(万元),,,,,,,,,,,,,,
非流动负债合计(万元),0,0,0,0,0,0,0,0,0,0,0,0,38,
负债合计(万元),33222,30580,29781,31902,28609,30246,27299,28980,25369,24193,17998,14311,14620,
实收资本(或股本)(万元),8000,8000,8000,8000,8000,8000,8000,6000,6000,6000,6000,828,828,
资本公积(万元),34203,34203,34203,34203,34203,34203,34203,1079,1079,1079,1079,2003,2003,
减:库存股(万元),,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),2497,2497,2497,2497,1649,1649,1649,1649,903,903,202,295,24,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),18094,16971,16285,15150,12497,10083,8975,8421,8887,4898,77,1745,-511,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),62733,61652,60984,59843,56339,53931,52826,17148,16869,12880,7358,4871,2344,
少数股东权益(万元),,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),62733,61652,60984,59843,56339,53931,52826,17148,16869,12880,7358,4871,2344,
负债和所有者权益(或股东权益)总计(万元),95955,92232,90765,91745,84948,84177,80124,46128,42238,37074,25357,19182,16964,		
