报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
开发支出(万元),8607,6951,5698,5612,3952,2859,2151,1372,1807,1431,958,546,,,,,,,,
商誉(万元),10175,10175,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),1435,1489,1449,1484,1107,1280,875,932,1007,1079,1145,1220,1196,1267,1183,1412,1645,1857,1177,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),1635,1542,1340,1277,1060,979,893,886,1010,910,841,814,792,746,628,433,518,695,559,
其他非流动资产(万元),23,23,874,1546,592,540,1692,1403,1375,291,440,213,190,188,214,133,,,,
非流动资产合计(万元),42147,39621,25497,24469,16478,14918,14184,13335,11622,9977,9338,8846,8140,8285,7931,7671,6847,7028,5745,
资产总计(万元),139231,133173,97780,97809,89006,86293,82077,80168,76594,76207,76743,80475,51873,53507,51387,50748,53347,44316,45192,
短期借款(万元),7040,6340,6140,4025,2000,,,,,,,,,,,,,,3500,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,
应付票据(万元),3,,,,,,96,96,,,,,,67,101,217,2256,1605,928,
应付账款(万元),17510,13778,,9506,,9264,8155,7731,8957,9550,9207,9694,5896,6958,5862,5271,7520,8044,5828,
预收账款(万元),5136,6434,1930,1946,620,483,521,498,614,386,1008,710,95,54,327,2860,3147,473,3403,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),413,400,138,277,124,120,112,212,87,84,75,234,50,47,1,,,1,,
应交税费(万元),1643,994,542,799,702,344,311,654,231,622,164,2280,826,1265,771,1278,1787,646,843,
应付利息(万元),,,,7,,,,,,,,,,,,,,,6,
应付股利(万元),,,,,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,1183,,1136,295,450,306,412,498,262,387,680,425,680,862,579,578,561,605,
预提费用(万元),,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),32469,29130,16841,17695,12742,10661,9500,9602,10387,10904,10841,13598,7292,9071,7923,10206,15288,11330,15114,
长期借款(万元),,,,,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,46,,,,,,
长期递延收益(万元),857,807,820,833,844,857,1143,1153,1164,593,603,614,249,259,280,311,311,,,
递延所得税负债(万元),49,55,,,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,311,311,
非流动负债合计(万元),906,861,820,833,844,857,1143,1153,1164,593,603,614,249,305,280,311,311,311,311,
负债合计(万元),33375,29991,17660,18528,13586,11519,10643,10756,11551,11497,11444,14212,7540,9376,8203,10517,15599,11641,15425,
实收资本(或股本)(万元),12626,12626,11356,11356,11356,11356,11356,11356,11356,11356,11356,11356,8517,8517,8517,8517,8517,8517,8517,
资本公积(万元),48342,48342,28525,28525,28534,28534,28338,27448,28240,28240,28240,28240,12962,12962,12962,12962,12962,12593,12073,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,
盈余公积(万元),3104,3104,3104,3104,3027,3027,3027,3027,2689,2689,2689,2689,1550,1550,1550,992,941,840,577,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,
未分配利润(万元),33045,30657,28909,27987,24799,24225,24246,23674,21191,20882,21558,22469,20257,19995,19369,17760,15328,10725,8600,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),97117,94729,71894,70971,67715,67142,66967,65505,63475,63166,63843,64753,43286,43024,42398,40231,37748,32676,29767,
少数股东权益(万元),8739,8454,8226,8311,7705,7632,4468,3908,1568,1543,1456,1510,1047,1108,786,,,,,
所有者权益(或股东权益)合计(万元),105857,103183,80119,79282,75420,74774,71434,69413,65043,64710,65299,66263,44332,44131,43184,40231,37748,32676,29767,
负债和所有者权益(或股东权益)总计(万元),139231,133173,97780,97809,89006,86293,82077,80168,76594,76207,76743,80475,51873,53507,51387,50748,53347,44316,45192,		
