报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
资产总计(万元),318499,282855,219445,216492,181467,181554,165579,145446,98033,80550,60698,
短期借款(万元),7760,9037,2053,,,,10000,,,3100,3000,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,
应付账款(万元),8854,9218,9505,8505,,,,,5048,2795,3208,
预收账款(万元),,,3864,12303,3869,11398,2348,2783,1534,1143,910,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),7587,6143,3996,5992,4773,3073,4033,3107,2181,1873,1441,
应交税费(万元),2665,2614,323,1161,1390,561,599,831,1537,1000,1331,
应付利息(万元),,,,3,,,,,,,,
应付股利(万元),,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,30371,,21240,,,,,7084,6952,7795,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,12,,24,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),74116,61040,44346,49203,34429,43163,57114,42118,17397,16863,17709,
长期借款(万元),,,2100,2100,2100,11835,11835,,,,,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,23,23,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,200,,,
长期递延收益(万元),7470,7222,7849,7116,7895,7830,6732,7358,7345,5632,4759,
递延所得税负债(万元),,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),7470,7222,9949,9216,9995,19665,18566,7358,7545,5655,4783,
负债合计(万元),81586,68263,54295,58419,44424,62828,75680,49476,24941,22519,22492,
实收资本(或股本)(万元),43360,43360,39000,39000,39000,39000,36120,36120,36120,8600,8250,
资本公积(万元),44630,44630,17202,17202,17202,17202,2226,18340,10789,10826,3196,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),19737,19737,19737,19737,17509,14544,14544,10159,7601,5968,4725,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),126613,104325,86986,79943,61284,45852,34942,24287,15307,32637,22035,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),234340,212052,162926,155882,134996,116599,87833,88905,69817,58032,38206,
少数股东权益(万元),2573,2540,2225,2191,2047,2128,2066,7065,3275,,,
所有者权益(或股东权益)合计(万元),236913,214593,165150,158073,137043,118726,89899,95970,73092,58032,38206,
负债和所有者权益(或股东权益)总计(万元),318499,282855,219445,216492,181467,181554,165579,145446,98033,80550,60698,		
