报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
递延所得税资产(万元),3303,2533,1628,1139,1966,1451,1631,1673,1121,1512,387,291,
其他非流动资产(万元),,,115,6828,,,,,,,,,
非流动资产合计(万元),23121,29038,26870,21578,15447,13954,13723,13919,13686,8706,7208,1195,
资产总计(万元),187045,176861,172855,190314,208039,187786,163825,85749,71618,69442,48861,20860,
短期借款(万元),12244,12125,4040,4118,2752,1985,1886,1960,,4041,507,617,
向中央银行借款(万元),,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,
应付票据(万元),6138,,,,,,,,,,,,
应付账款(万元),31075,19743,,33575,,35269,11435,13543,13770,18977,21094,8573,
预收账款(万元),3126,394,1065,993,741,514,2114,1626,241,563,1509,,
卖出回购金融资产款(万元),,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,
应付职工薪酬(万元),2987,2423,2865,2542,3310,3228,2293,3348,1915,1597,1382,788,
应交税费(万元),2649,1606,1229,1252,1212,2609,1248,1690,2202,552,1157,2590,
应付利息(万元),14,23,19,22,,47,26,9,12,20,8,,
应付股利(万元),,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,
其他应付款(万元),,6744,,4162,4251,6587,4511,4575,2837,3150,2980,1825,
预提费用(万元),,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,
一年内到期的非流动负债(万元),491,446,434,434,429,423,412,412,658,250,237,,
其他流动负债(万元),,,,,,,,,,,,,
流动负债合计(万元),63913,43505,30343,47098,65869,50662,23926,27163,21635,29150,28876,14393,
长期借款(万元),2476,2630,2750,2856,2967,3076,3190,3291,5190,1821,2072,0,
应付债券(万元),,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,
预计非流动负债(万元),68,99,26,311,122,78,46,69,51,45,41,,
长期递延收益(万元),253,173,241,441,1323,1259,1279,1161,1244,1006,450,250,
递延所得税负债(万元),,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,
非流动负债合计(万元),2796,2901,3016,3607,4412,4413,4515,4521,6485,2872,2563,250,
负债合计(万元),66709,46406,33360,50705,70281,55074,28441,31684,28120,32022,31438,14643,
实收资本(或股本)(万元),41112,40800,27200,27200,27200,27200,16000,12000,12000,12000,2281,2222,
资本公积(万元),63476,61754,75447,75354,75451,75285,86325,11905,11240,10575,7488,2304,
减:库存股(万元),22804,9924,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,
盈余公积(万元),1494,1494,1494,1494,863,863,863,863,185,185,,,
一般风险准备(万元),,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,
未分配利润(万元),36058,35903,35353,35307,33884,29370,32201,29267,19558,14095,7390,1691,
拟分配现金股利(万元),,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,
归属于母公司股东权益合计(万元),120561,130648,139890,139964,137819,132726,135308,53992,43180,37102,17214,6217,
少数股东权益(万元),-224,-194,-395,-356,-61,-14,76,73,318,317,209,0,
所有者权益(或股东权益)合计(万元),120336,130455,139496,139609,137758,132712,135384,54065,43498,37419,17422,6217,
负债和所有者权益(或股东权益)总计(万元),187045,176861,172855,190314,208039,187786,163825,85749,71618,69442,48861,20860,		
