报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),6439,25453,25166,25152,56013,21160,20141,45,,80000,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),991132,1100345,994908,1131008,1127880,921075,1112559,1147823,1506476,1333693,
长期借款(万元),34626,136398,142224,157804,165208,207807,210628,290441,200741,235943,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,42865,,47652,19692,59203,64847,56047,12248,,
专项应付款(万元),,2978,,3129,3011,3300,2741,2821,2658,2472,
预计非流动负债(万元),,,,130,130,130,130,,,,
长期递延收益(万元),24206,24356,24879,27999,25550,25149,23422,24763,15924,11879,
递延所得税负债(万元),6767,7373,7460,7720,8981,9644,10299,11672,13000,14813,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),84939,221942,231166,253026,232438,315609,322956,391278,250571,271580,
负债合计(万元),1076071,1322287,1226074,1384033,1360318,1236683,1435515,1539101,1757047,1605273,
实收资本(或股本)(万元),1016510,1016510,830000,830000,830000,830000,830000,830000,600000,600000,
资本公积(万元),169219,169211,-17602,-17640,-17662,-17663,-24880,-25090,-25450,-25450,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),6609,6855,7056,6296,7570,9949,9652,9628,9557,5504,
盈余公积(万元),120944,120944,123426,120944,117006,117064,112411,105500,88087,69782,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),493372,471998,406272,405812,335835,288444,329624,466739,1106833,883595,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),1818790,1792995,1352230,1352329,1274184,1231731,1261753,1386826,1778768,1533242,
少数股东权益(万元),44462,42528,43136,41560,47478,43862,48070,48607,51898,49144,
所有者权益(或股东权益)合计(万元),1863251,1835524,1395366,1393889,1321662,1275593,1309824,1435433,1830665,1582386,
负债和所有者权益(或股东权益)总计(万元),2939322,3157811,2621440,2777922,2681980,2512276,2745338,2974534,3587713,3187659,		
