报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
其他应交款(万元),,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,
其他应付款(万元),,818,,536,,563,433,348,550,515,416,235,389,233,368,915,315,
预提费用(万元),,,,,,,,,,,,,,,,,,
预计流动负债(万元),0,0,,,,,,,,,,,,,,,,
应付分保账款(万元),0,0,,,,,,,,,,,,,,,,
保险合同准备金(万元),0,0,,,,,,,,,,,,,,,,
代理买卖证券款(万元),0,0,,,,,,,,,,,,,,,,
代理承销证券款(万元),0,0,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),0,0,0,0,,,,,,,,,,,,,,
其他流动负债(万元),0,0,0,0,,,,,,,,,,,,,,
流动负债合计(万元),16931,16660,20617,18676,18729,16698,14805,17050,16244,16175,17525,22788,13049,16987,19107,26426,20672,
长期借款(万元),0,0,0,0,,,,,,,,,,,,,,
应付债券(万元),0,0,0,0,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,0,0,,,,,,,,,,,,,,
长期递延收益(万元),1166,1166,1166,1166,1166,1166,1166,1166,1191,1191,1191,1191,1191,1239,,,,
递延所得税负债(万元),0,0,0,0,,,,,,,,,,,,,,
其他非流动负债(万元),0,0,0,0,,,,,,,,,,,,,,
非流动负债合计(万元),1166,1166,1166,1166,1166,1166,1166,1166,1191,1191,1191,1191,1191,1239,0,0,0,
负债合计(万元),18097,17825,21783,19842,19895,17863,15971,18216,17435,17365,18715,23979,14239,18226,19107,26426,20672,
实收资本(或股本)(万元),22672,22672,22672,22672,22672,22672,17440,17440,17440,17440,17440,13080,13080,13080,13080,13080,13080,
资本公积(万元),82342,82342,82342,82342,82060,81986,87141,87065,86962,87309,87309,16334,16334,16334,16334,16334,16334,
减:库存股(万元),4372,4372,4372,2577,,,,,,,,,,,,,,
专项储备(万元),0,0,,0,,,,,,,,,,,,,,
盈余公积(万元),8031,8031,8031,8031,6705,6705,6705,6705,5344,5344,5344,5344,3951,3951,2582,1401,577,
一般风险准备(万元),0,0,0,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),64835,63825,72742,68035,69932,64988,63196,58702,56126,51545,52647,49241,41713,35687,25355,13930,5216,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),173508,172497,181414,178503,181369,176352,174482,169912,165872,161638,162740,83998,75078,69052,57351,44745,35207,
少数股东权益(万元),1160,1151,1144,1144,977,0,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),174668,173649,182559,179647,182345,176352,174482,169912,165872,161638,162740,83998,75078,69052,57351,44745,35207,
负债和所有者权益(或股东权益)总计(万元),192765,191474,204341,199488,202240,194215,190453,188127,183307,179004,181455,107977,89317,87278,76458,71171,55879,		
