报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
资产总计(万元),247705,250297,151662,151650,141976,132733,124970,112982,91499,
短期借款(万元),6000,7129,8415,10501,7548,10091,10091,4000,1980,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),,,,,,,71,,,
应付账款(万元),38862,37846,,,,,35476,39225,27382,
预收账款(万元),1260,1231,1279,991,1396,1747,1689,3703,3831,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),1559,943,391,2012,1911,1796,1740,1533,1438,
应交税费(万元),2165,1986,1254,1355,2487,2374,1963,2249,2845,
应付利息(万元),7,10,13,18,11,15,101,12,,
应付股利(万元),,,,,,,5000,4086,86,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,6615,,6765,7847,,6397,5411,6131,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),,20,20,20,,1240,4630,4130,,
其他流动负债(万元),,,,,,,,,,
流动负债合计(万元),57106,55780,54498,58803,62820,65241,67159,64350,43693,
长期借款(万元),,970,980,980,,,1240,24,,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,,,,,,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,
长期递延收益(万元),,,,,,,,,,
递延所得税负债(万元),971,361,355,173,,,,,,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),971,1331,1335,1153,0,0,1240,24,0,
负债合计(万元),58077,57111,55833,59956,62820,65241,68399,64374,43693,
实收资本(或股本)(万元),26667,26667,20000,20000,20000,20000,20000,7071,5000,
资本公积(万元),89629,89620,4346,4346,4346,4346,4346,1745,,
减:库存股(万元),,,,,,,,,,
专项储备(万元),3229,3111,3025,2861,2405,2364,1788,1157,647,
盈余公积(万元),6835,6835,6835,6835,4918,2855,1401,3892,3346,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),58888,63431,57377,54059,44914,35932,27290,33144,36871,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),185242,189657,91577,88094,76583,65497,54825,47010,45865,
少数股东权益(万元),4387,3529,4253,3599,2574,1995,1745,1598,1941,
所有者权益(或股东权益)合计(万元),189628,193186,95829,91693,79157,67492,56571,48609,47805,
负债和所有者权益(或股东权益)总计(万元),247705,250297,151662,151650,141976,132733,124970,112982,91499,		
