报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
递延所得税负债(万元),,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),22513,16158,13303,13531,14387,4375,5810,5045,8253,4976,
负债合计(万元),98819,110263,107425,111301,113178,79726,72135,94433,102264,100839,
实收资本(或股本)(万元),40100,36090,36090,36090,36090,36090,36090,36090,5000,5000,
资本公积(万元),13232,279,279,279,279,279,279,279,,,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),1993,1993,1993,1992,961,961,104,104,1664,972,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),19785,17717,15854,15391,9372,9340,4437,77,8390,-1009,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),75112,56081,54218,53753,46711,46672,40910,36550,15053,4963,
少数股东权益(万元),,,,,,,,,,,
所有者权益(或股东权益)合计(万元),75112,56081,54218,53753,46711,46672,40910,36550,15053,4963,
负债和所有者权益(或股东权益)总计(万元),173931,166344,161643,165054,159889,126398,113045,130983,117317,105802,		
