报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
非流动资产合计(万元),392223,324022,318734,319485,317540,316534,314239,303991,310536,251598,177718,
资产总计(万元),527006,450132,439963,424095,426137,457243,438108,433784,445666,407813,291329,
短期借款(万元),157744,85600,82100,107100,98467,128467,119546,135999,142999,138033,115080,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,2000,
应付账款(万元),46911,48606,,40350,,,,41702,,,32494,
预收账款(万元),11038,9823,9211,10905,9506,8463,10842,8730,10412,10219,9730,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),9385,8297,6855,9620,9359,8956,9838,7761,8931,8544,5982,
应交税费(万元),3146,2705,3037,2195,2794,2617,2162,3920,2740,1747,2398,
应付利息(万元),271,245,251,371,,,,372,,,908,
应付股利(万元),275,5397,356,356,,,,434,,,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,34345,,36342,,,,40071,,,65646,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),16710,21710,11840,21840,8300,22327,35214,2737,2713,3656,,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),285411,216729,192210,229078,218086,256597,264678,241726,279059,257783,234238,
长期借款(万元),26790,16790,33490,23490,43980,43980,26035,54700,42000,,3000,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,4800,,4800,4800,4800,5700,5700,5845,841,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),11441,11133,11900,11930,11103,11241,10085,11383,11152,10178,7028,
递延所得税负债(万元),537,550,563,576,600,612,635,654,680,733,,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),43568,33272,50752,40795,60482,60632,42454,72437,59677,11752,10028,
负债合计(万元),328978,250001,242962,269873,278569,317230,307133,314164,338737,269535,244266,
实收资本(或股本)(万元),85371,85371,85371,76834,76834,76834,76834,76834,72813,98000,48000,
资本公积(万元),53948,53948,53909,21856,21944,21944,22916,23024,20372,2236,4176,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),2209,2209,2209,2209,2209,2209,2209,179,179,,,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),57664,50200,47187,45021,38281,30953,20747,10461,553,20374,-9866,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),189355,191728,188677,145919,139268,131940,122706,110498,93917,120610,42425,
少数股东权益(万元),8673,8402,8324,8303,8300,8074,8269,9121,13012,17668,4638,
所有者权益(或股东权益)合计(万元),198028,200130,197001,154222,147568,140014,130976,119620,106929,138278,47063,
负债和所有者权益(或股东权益)总计(万元),527006,450132,439963,424095,426137,457243,438108,433784,445666,407813,291329,		
