报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),8865,10580,10737,6280,5047,1774,2694,4360,3160,1600,800,
其他流动负债(万元),98,81,86,57,261,,364,288,363,283,173,
流动负债合计(万元),45575,49261,52194,45513,41157,77110,37170,40172,37860,26667,23151,
长期借款(万元),12716,15728,15794,24111,22269,14648,1066,400,2760,5200,3000,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,36,,,,,,,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),6817,6925,7139,7291,7332,7404,7118,4344,,,,
递延所得税负债(万元),1164,968,806,12,,538,,7,4,,,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),20700,23623,23759,31450,29601,22590,8184,4751,2764,5200,3000,
负债合计(万元),66275,72884,75953,76963,70758,99700,45353,44923,40624,31867,26151,
实收资本(或股本)(万元),8000,6000,6000,6000,6000,6000,6000,6000,2700,2700,2700,
资本公积(万元),111303,11401,11401,11401,11401,11401,11401,11401,559,559,1358,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),3000,3000,3000,3000,3000,3000,576,,3335,2777,2247,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),69195,66109,57261,44158,36939,26184,6172,4818,7309,14337,10482,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),192475,87224,78405,64971,58020,46498,24135,22206,13888,20356,16777,
少数股东权益(万元),,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),192475,87224,78405,64971,58020,46498,24135,22206,13888,20356,16777,
负债和所有者权益(或股东权益)总计(万元),258750,160108,154358,141934,128778,146199,69488,67129,54512,52223,42928,		
