报告日期,2020-09-30,2020-06-30,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
应付账款(万元),37015,23157,24661,31300,,,25505,22697,21356,17512,16222,
预收账款(万元),,,7716,1187,6515,7380,1644,5754,4900,5217,4209,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),3727,3356,1785,2599,2248,1899,2336,908,632,449,242,
应交税费(万元),1171,1345,983,1836,794,990,1444,402,769,426,825,
应付利息(万元),,42,11,,,73,79,308,,,,
应付股利(万元),,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,1220,1406,,,,4615,6506,797,10940,13352,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),43644,40042,40304,34715,50661,40247,43919,27618,27655,32500,26425,
其他流动负债(万元),17578,22355,16039,15625,,,,,,,,
流动负债合计(万元),208798,200800,181663,177021,149280,176003,142341,111247,101339,111561,87073,
长期借款(万元),62463,74764,40322,53362,49074,35574,49679,67484,47000,67262,67400,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,21338,48192,,,,15580,21436,31949,,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),1551,1548,1660,1770,849,530,570,610,659,460,50,
递延所得税负债(万元),415,392,509,234,345,,,,,,,
其他非流动负债(万元),7915,7915,,,,,,,,,,
非流动负债合计(万元),103139,105957,90683,96654,107311,37811,65829,89530,79608,67722,67450,
负债合计(万元),311936,306757,272346,273674,256590,213814,208170,200777,180947,179283,154523,
实收资本(或股本)(万元),50000,40000,40000,40000,40000,40000,40000,40000,40000,30000,30000,
资本公积(万元),58598,35146,35146,35146,35146,35146,35146,35146,35146,16636,16636,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),5713,5713,5713,5143,5143,4212,3106,3106,1776,1014,477,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),55826,52797,54899,49051,40840,24889,21243,20890,15168,10379,2570,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),170137,133655,135757,129340,121129,104247,99495,99142,92089,58028,49683,
少数股东权益(万元),,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),170137,133655,135757,129340,121129,104247,99495,99142,92089,58028,49683,
负债和所有者权益(或股东权益)总计(万元),482073,440412,408102,403015,377719,318061,307665,299919,273036,237312,204206,		
