报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2013-09-30,2013-06-30,2012-12-31,
代理买卖证券款(万元),1348647,1434249,1667915,1031502,987465,1148784,1187102,1022460,1145854,1288506,1022460,1505048,1710395,2022016,2158724,3521212,1630597,1020214,765009,567591,483683,441855,497511,477662,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),,,,,,,,,,,,,,,,,,,,,,,,,
长期借款(万元),,,,,,,,,,,,,,,,,,,,,,,,,
应付债券(万元),1649655,1686068,1670992,1716797,1676639,1466480,1389419,1089264,1090896,1048947,1089264,1236520,1284477,960000,600000,835000,300000,335000,135000,105000,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,42,5753,4546,4471,4025,4245,,,,
长期递延收益(万元),,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税负债(万元),3084,723,20,3044,260,4360,17575,21473,13115,9693,21473,11927,11927,8241,7220,7133,7322,1473,1417,1078,32,699,930,178,
其他非流动负债(万元),50644,54040,48571,54316,63401,125105,41849,34816,36616,42524,34816,17418,42901,329810,2461310,2257011,1854776,377136,1537009,1181258,1009020,1056349,968735,789943,
非流动负债合计(万元),,,,,,,,,,,,,,,,,,,,,,,,,
负债合计(万元),4104108,4135038,4278967,3901862,4329138,3949676,3699495,3688932,3340452,3200170,3688932,3719388,4615548,4843043,6890574,8963172,5165117,2545702,2730652,2234067,1893100,1660399,1536583,1289363,
实收资本(或股本)(万元),358900,358900,358900,358900,358900,358900,358900,358900,323000,323000,358900,323000,323000,323000,323000,323000,310000,310000,180000,180000,180000,180000,140000,140000,
资本公积(万元),826448,826448,826613,826613,826613,826613,826613,826613,466297,466297,826613,466359,466359,488110,466359,466359,440619,447257,188577,186154,182037,183006,100622,101237,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,,,,,,
盈余公积(万元),77664,77664,77664,77664,70615,70615,70615,70615,55485,55485,70615,43993,30542,30937,9400,9400,9400,9431,2340,2340,2340,,21416,21416,
一般风险准备(万元),234306,233748,222557,216520,189801,189408,189091,188893,156422,156357,188893,65013,51562,52352,67734,61632,61632,30847,47511,47511,47511,42832,42832,42832,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润(万元),488672,462963,467170,490415,509579,501143,543539,510109,528287,489467,510109,250124,227507,167562,225037,183336,141270,60798,88379,68388,41576,43677,128627,116542,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,-298,-254,-373,-58,-212,-177,
归属于母公司股东权益合计(万元),2046310,2017092,2007256,1966535,2008536,2010796,2093099,2079023,1623236,1577456,2079023,1319669,1227656,1114314,1097091,1061039,975444,889180,506509,484140,453091,449457,433284,421849,
少数股东权益(万元),1050,1484,1084,1083,914,1615,2015,2104,2722,5776,2104,,,,111382,100351,97199,,83630,79069,77815,80647,72047,67544,
所有者权益(或股东权益)合计(万元),2047360,2018577,2008340,1967618,2009450,2012411,2095114,2081128,1625958,1583232,2081128,1319669,1227656,1114314,1208473,1161390,1072643,889180,590139,563209,530907,530104,505331,489393,
负债和所有者权益(或股东权益)总计(万元),6151468,6153615,6287307,5869480,6338588,5962087,5794610,5770060,4966411,4783402,5770060,5039056,5843204,5957357,8099046,10124562,6237759,3434882,3320792,2797276,2424007,2190503,2041914,1778756,		
