报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
资产总计(万元),2872104,2442218,2418066,2735347,2632996,1902366,2322651,1730143,1844109,1812436,1543829,
短期借款(万元),246772,162473,165337,205291,282765,216039,345976,270370,193724,219501,18444,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,761,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,
应付账款(万元),528647,370680,,487575,,280547,571358,284940,412946,307069,365380,
预收账款(万元),7250,1773,6406,3714,5639,1260,1752,2648,3657,5533,945,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),87593,70086,62745,75807,68460,49217,61119,34162,50510,40179,35033,
应交税费(万元),44350,23622,24806,59697,36648,20004,32351,7271,22668,26613,28176,
应付利息(万元),470,284,702,476,,982,820,1672,1007,160,75,
应付股利(万元),,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,63072,,109489,100720,86179,80780,63742,139495,77834,45741,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,347,103840,97795,
其他流动负债(万元),,,,,,,,,,488,705,
流动负债合计(万元),1004567,691990,603032,942049,968118,654228,1094156,664806,824354,781215,593053,
长期借款(万元),,,,,,,,,,,97686,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),4000,4000,,,,,,,,,,
递延所得税负债(万元),7729,4933,4927,4534,2967,195,196,198,200,204,209,
其他非流动负债(万元),,,,,,,,,,296,294,
非流动负债合计(万元),11729,8933,4927,4534,2967,195,196,198,251,576,98254,
负债合计(万元),1016296,700922,607959,946583,971085,654423,1094352,665005,824605,781792,691307,
实收资本(或股本)(万元),231143,231143,231143,231143,231143,208029,208029,208029,168777,125282,125282,
资本公积(万元),1215513,1211806,1208099,1204392,1198533,855545,852555,843091,269639,386360,344419,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),26839,26839,26839,26839,12320,12320,12320,,60201,49771,34416,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),380179,270882,344404,325911,219520,174823,156921,14684,523894,479864,362789,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),1855807,1741296,1810107,1788764,1661911,1247943,1228299,1065138,1019504,1030645,852522,
少数股东权益(万元),,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),1855807,1741296,1810107,1788764,1661911,1247943,1228299,1065138,1019504,1030645,852522,
负债和所有者权益(或股东权益)总计(万元),2872104,2442218,2418066,2735347,2632996,1902366,2322651,1730143,1844109,1812436,1543829,		
