报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
无形资产(万元),3938,3924,2667,2712,1783,1805,1798,1384,1484,2187,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),1925,2064,2162,1955,2158,2242,2014,1210,1214,1231,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),227,209,240,232,261,261,246,243,220,133,
其他非流动资产(万元),1761,1711,871,382,1697,999,680,356,256,78,
非流动资产合计(万元),27061,26132,22261,21518,21851,21247,21322,18466,21736,24427,
资产总计(万元),110150,105160,107731,106712,109139,64416,62949,61940,57997,58724,
短期借款(万元),,,,,1750,6750,5500,9700,13400,15500,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,26,,,,,,,,9,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),1340,1662,,1833,,,,,,1091,
应付账款(万元),14904,14248,,15735,,,,,,10739,
预收账款(万元),91,38,39,49,97,77,107,468,852,199,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),4198,3210,2777,4688,4343,2851,4030,3845,2959,2825,
应交税费(万元),575,546,524,542,812,929,566,869,430,676,
应付利息(万元),,,,,,,,,,27,
应付股利(万元),2,2,,2,,,,,,1046,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,379,,327,2649,335,326,581,1488,622,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,247,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),21503,20112,20344,23176,28624,26812,25633,28910,30278,32981,
长期借款(万元),,,,,,,,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),,,,,,,,165,,,
递延所得税负债(万元),,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),0,0,0,0,0,0,0,165,0,0,
负债合计(万元),21503,20112,20344,23176,28624,26812,25633,29074,30278,32981,
实收资本(或股本)(万元),29440,29440,18400,18400,18400,13800,13800,13800,13800,13800,
资本公积(万元),33007,33007,44047,44047,44047,8908,8908,8908,8908,8908,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),2062,2062,2062,2062,1343,1343,1343,903,543,228,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),24077,20603,22950,19098,16820,13679,13401,9327,4585,2663,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),88647,85048,87387,83536,80515,37605,37316,32866,27719,25424,
少数股东权益(万元),,,,,0,,,,0,319,
所有者权益(或股东权益)合计(万元),88647,85048,87387,83536,80515,37605,37316,32866,27719,25743,
负债和所有者权益(或股东权益)总计(万元),110150,105160,107731,106712,109139,64416,62949,61940,57997,58724,		
