报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
长期待摊费用(万元),226,257,288,278,85,87,191,73,92,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),45,617,1391,1901,2555,2981,3114,4334,3951,
其他非流动资产(万元),19681,12147,19639,19577,18198,24902,4239,3799,6668,
非流动资产合计(万元),456193,420514,405538,390631,341748,301414,223770,221912,228263,
资产总计(万元),854049,804864,752864,695355,650551,595554,446663,468753,410420,
短期借款(万元),97505,70333,64677,45040,31100,37952,33537,62384,49410,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,2615,,,
衍生金融负债(万元),406,63,,74,53,782,150,,,
应付票据(万元),22803,46912,,21983,,,,,9201,
应付账款(万元),163760,132118,,121654,,,,,89790,
预收账款(万元),,,,,,599,700,1447,2167,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),1955,1936,1574,2623,1392,2348,2735,2311,2155,
应交税费(万元),11301,8469,7716,8168,9792,12301,11537,15437,9095,
应付利息(万元),366,93,,156,,,,,745,
应付股利(万元),,8775,,,,,,,5439,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,2941,,3712,,,,,12490,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),79579,25836,26567,20191,4134,1908,3814,23107,28454,
其他流动负债(万元),,,,,,,,,,
流动负债合计(万元),384904,299749,256185,225005,182547,196854,139001,180045,208946,
长期借款(万元),28161,90357,90320,98944,117313,68750,10,18300,13600,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,,,,5665,5665,14165,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,
长期递延收益(万元),4850,5159,4200,4541,4275,4913,6222,7466,7955,
递延所得税负债(万元),,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),33011,95517,94520,103485,121588,73663,11897,31431,35720,
负债合计(万元),417915,395265,350705,328490,304135,270517,150898,211476,244667,
实收资本(或股本)(万元),48750,48750,48750,45000,45000,45000,45000,45000,33750,
资本公积(万元),83912,83912,83912,62223,62223,62223,62223,62223,328,
减:库存股(万元),,,,,,,,,,
专项储备(万元),1129,1092,963,943,952,973,675,398,67,
盈余公积(万元),16816,16816,16816,16816,14127,14127,9673,4488,2484,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),284330,259719,253274,242352,225598,204310,177451,145169,129125,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),436134,409599,402159,366865,346416,325037,295765,257278,165753,
少数股东权益(万元),,,,,,,,,,
所有者权益(或股东权益)合计(万元),436134,409599,402159,366865,346416,325037,295765,257278,165753,
负债和所有者权益(或股东权益)总计(万元),854049,804864,752864,695355,650551,595554,446663,468753,410420,		
