报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
盈余公积(万元),5084,5084,5084,5084,3499,3499,3499,3499,2132,2132,1092,1092,453,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),36828,34333,31780,26433,21250,16331,16542,13523,6679,10350,4678,895,4053,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),86478,84053,81589,76243,69472,64553,64763,61745,33716,27820,21110,17326,11840,
少数股东权益(万元),108,112,115,122,112,111,124,120,86,47,46,45,-0,
所有者权益(或股东权益)合计(万元),86586,84164,81704,76365,69584,64664,64888,61865,33803,27868,21155,17371,11840,
负债和所有者权益(或股东权益)总计(万元),113683,118443,121862,126260,110197,98257,96109,98388,56312,54648,38035,32192,29252,		
