报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
应付票据(万元),,,,,,,,,8540,1100,
应付账款(万元),3201,3557,,2833,6511,4443,4653,,5108,12815,
预收账款(万元),99,43,52,54,85,342,96,157,320,181,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),25,22,25,693,19,752,31,314,190,106,
应交税费(万元),2023,941,1771,329,40,85,608,630,760,250,
应付利息(万元),,,,,,,,,,,
应付股利(万元),,,,,,,2,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,1006,,1217,1332,2146,1041,,9936,16821,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),1371,2030,2680,3322,2552,2487,2423,2361,2242,,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),27697,32599,45363,43048,48639,52754,41794,56095,52403,54324,
长期借款(万元),,,,,,,,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,0,2030,3322,4582,,8170,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),2077,2118,2158,2199,2281,2361,2283,2449,2453,221,
递延所得税负债(万元),,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),2077,2118,2158,2199,4310,5683,6865,8258,10623,221,
负债合计(万元),29774,34717,47521,45247,52950,58438,48659,64353,63027,54545,
实收资本(或股本)(万元),40100,40100,35000,35000,35000,35000,35000,35000,30909,20000,
资本公积(万元),36199,36199,3311,3311,3311,3311,3311,3311,5018,,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),1655,1549,1443,1309,1059,813,616,402,70,122,
盈余公积(万元),3251,3251,3251,3251,1675,1658,308,300,474,185,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),40810,31636,26434,25552,18555,14224,5800,2697,283,-2310,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),122016,112735,69439,68424,59599,55006,45036,41709,36754,17998,
少数股东权益(万元),,,,,,,,,,,
所有者权益(或股东权益)合计(万元),122016,112735,69439,68424,59599,55006,45036,41709,36754,17998,
负债和所有者权益(或股东权益)总计(万元),151790,147452,116960,113671,112549,113444,93695,106063,99781,72542,		
