报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
递延所得税资产(万元),2691,2577,1124,1356,1252,963,734,807,814,586,171,200,82,101,76,73,118,130,80,71,52,15,148,
其他非流动资产(万元),72,72,,458,,221,403,403,752,1087,2030,1892,1618,345,,17,,0,,,,,,
非流动资产合计(万元),32559,33770,30979,36989,59587,60867,58702,57233,53119,52345,47283,47019,7473,5966,5468,5390,5060,5057,4973,4958,3926,2192,1730,
资产总计(万元),120601,119054,138154,139472,174452,157286,129556,126095,113192,107442,99296,94466,33665,32783,33332,32923,34788,34533,23633,22790,21081,20449,17594,
短期借款(万元),14670,19187,18178,18378,21768,22724,18176,18176,10859,10904,6239,5782,,,,,,0,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,0,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,0,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,0,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,0,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,0,,,,,,
应付票据(万元),2635,5646,,11063,,8186,6988,7643,3831,357,,,,,,,,0,,,,,,
应付账款(万元),38319,40020,,40431,,36412,20778,18287,15893,17320,19304,16820,1904,1276,815,812,1050,1006,1006,1351,907,1797,893,
预收账款(万元),5039,3867,3459,5721,4489,4392,4135,3667,3510,2930,3297,2268,1638,1445,1428,1347,2115,1868,1836,996,441,623,1044,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,0,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,0,,,,,,
应付职工薪酬(万元),2023,2252,2159,2380,1345,1381,1173,1239,954,854,880,859,608,529,486,673,456,448,426,575,799,757,495,
应交税费(万元),3589,2829,2953,3923,3377,3209,1803,3294,2377,1464,1439,1850,-21,140,32,102,262,402,140,162,252,315,490,
应付利息(万元),37,,36,50,,54,93,49,36,1,44,22,,,,,,0,,,,,,
应付股利(万元),,,,,,72,,,,23,,,,,,,1250,0,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,7028,,6999,9124,11460,12651,12151,12684,12550,19578,19710,46,8,46,36,41,144,70,34,87,53,530,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,0,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,0,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,0,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,0,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,0,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),4400,4418,,3900,,,,,,1,2,5,7,8,8,8,7,8,8,9,3,,,
其他流动负债(万元),,,3900,,,,,,,,,,,,,,,0,,,,,,
流动负债合计(万元),86846,85247,84731,92844,97340,87889,65796,64506,50144,46404,50784,47316,4181,3407,2817,2978,5182,3875,3488,3126,2489,3545,3452,
长期借款(万元),9000,9000,9500,9500,16700,16700,16700,16700,20000,20000,10000,10000,,1,3,4,7,9,11,14,11,,,
应付债券(万元),,,,,,,,,,,,,,,,,,0,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,0,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,0,,,,,,
预计非流动负债(万元),86,86,,,,,,,,,,,,,,,,,,,,,,
长期递延收益(万元),937,937,683,955,966,970,555,257,260,260,260,359,260,260,,260,260,260,145,145,145,,,
递延所得税负债(万元),1009,1100,2045,2058,400,400,414,427,438,462,480,480,,,,,,0,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,0,,0,0,,,,,,
非流动负债合计(万元),11032,11123,12228,12513,18066,18070,17669,17384,20698,20722,10740,10840,260,261,263,264,267,269,156,159,156,0,0,
负债合计(万元),97878,96370,96959,105357,115406,105960,83465,81891,70842,67126,61524,58156,4441,3667,3079,3242,5449,4144,3644,3285,2644,3545,3452,
实收资本(或股本)(万元),12164,12460,12460,12460,12460,12698,7054,7054,7054,7054,6668,6668,6668,6668,6668,6668,6668,6668,5000,5000,5000,5000,5000,
资本公积(万元),18225,23485,23282,23080,26544,29762,31012,30104,28957,28111,15216,15238,15238,15238,15238,15238,15238,15238,7242,7242,7242,7242,7242,
减:库存股(万元),2886,8147,8147,8147,8123,12374,12383,12383,12403,12403,,,,,,,,0,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,0,,,,,,
盈余公积(万元),1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1369,1369,1369,1369,1162,1162,1162,1162,918,595,123,
一般风险准备(万元),,,,,,,,,,,,,,,,,,0,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
未分配利润(万元),-12823,-13864,-716,-4310,14796,8539,8801,8555,8748,7945,7583,6798,5819,5837,7016,6476,6348,7378,6642,6149,5320,4060,1777,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,,,,-0,
归属于母公司股东权益合计(万元),16077,15330,28249,24461,47094,39988,35839,34675,33705,32064,30831,30054,29104,29115,30253,29681,29340,30388,19989,19506,18437,16904,14142,
少数股东权益(万元),6646,7354,12946,9654,11952,11338,10252,9530,8645,8252,6941,6256,120,,,,0,0,,,,,,
所有者权益(或股东权益)合计(万元),22723,22684,41195,34115,59046,51326,46091,44205,42349,40316,37772,36310,29224,29115,30253,29681,29340,30388,19989,19506,18437,16904,14142,
负债和所有者权益(或股东权益)总计(万元),120601,119054,138154,139472,174452,157286,129556,126095,113192,107442,99296,94466,33665,32783,33332,32923,34788,34533,23633,22790,21081,20449,17594,		
