报告日期,2020-09-30,2020-06-30,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
非流动资产合计(万元),574578,545465,493776,421627,244803,106717,79378,63147,20187,14777,
资产总计(万元),1090701,920776,831212,667167,473394,265092,203362,179588,97913,66526,
短期借款(万元),,,,6000,10960,3960,5000,5000,2000,3700,
向中央银行借款(万元),,,,,,,0,,,,
吸收存款及同业存放(万元),,,,,,,0,,,,
拆入资金(万元),,,,,,,0,,,,
交易性金融负债(万元),,,,,,,0,,,,
衍生金融负债(万元),,,,,,,0,,,,
应付票据(万元),,,,,,,0,,,,
应付账款(万元),163752,167281,166291,,,,91891,68135,46813,33549,
预收账款(万元),,,15320,10210,9685,9410,4928,4701,987,1917,
卖出回购金融资产款(万元),,,,,,,0,,,,
应付手续费及佣金(万元),,,,,,,0,,,,
应付职工薪酬(万元),7105,4650,6905,6346,4604,1591,289,966,2,,
应交税费(万元),10284,4241,4551,1883,24561,20141,5113,9625,2534,2292,
应付利息(万元),,222,,,,,30,28,13,17,
应付股利(万元),,,,,,,0,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,15997,,,,,5254,4392,3026,2734,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,0,,,,
保险合同准备金(万元),,,,,,,0,,,,
代理买卖证券款(万元),,,,,,,0,,,,
代理承销证券款(万元),,,,,,,0,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),62977,59765,48216,50855,56279,9890,10752,9254,2100,1100,
其他流动负债(万元),,,,,,,0,,,,
流动负债合计(万元),282020,264197,257289,238647,221447,125195,123256,102102,57475,45309,
长期借款(万元),145005,147281,87047,61550,16725,11530,7130,7934,3600,4000,
应付债券(万元),,,,,,,0,,,,
长期应付款(万元),,,,,,,26298,30290,7350,,
专项应付款(万元),,,,,,,0,,,,
预计非流动负债(万元),,,,,,,0,,,,
长期递延收益(万元),2305,2027,2181,1912,1842,1620,1727,1833,892,,
递延所得税负债(万元),28018,27962,26040,7410,,,0,,,,
其他非流动负债(万元),,,,,,,0,,,,
非流动负债合计(万元),342053,354332,276721,207695,78956,55479,35155,40057,11842,4000,
负债合计(万元),624073,618528,534009,446342,300403,180674,158411,142159,69318,49309,
实收资本(或股本)(万元),66667,60000,60000,60000,60000,14430,14430,14430,12000,6000,
资本公积(万元),204996,72016,68822,68822,68822,9747,14000,14000,100,,
减:库存股(万元),,,,,,,0,,,,
专项储备(万元),,,,,,,0,,,,
盈余公积(万元),18646,18646,18966,12973,7465,6036,900,900,1661,1133,
一般风险准备(万元),,,,,,,0,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),174389,149793,147811,78046,36214,54205,15622,8099,14834,10083,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),464695,300456,295595,219840,172501,84417,44952,37429,28595,17217,
少数股东权益(万元),1933,1792,1607,984,491,,0,,,,
所有者权益(或股东权益)合计(万元),466628,302248,297203,220824,172991,84417,44952,37429,28595,17217,
负债和所有者权益(或股东权益)总计(万元),1090701,920776,831212,667167,473394,265092,203362,179588,97913,66526,		
